At frame 0, person 1 is located at coordinates [1470.79, 532.89] with a bounding box of width 124.34 and height 348.16.
 At frame 320, person 32 is located at coordinates [1789.35, 509.86] with a bounding box of width 86.22 and height 250.02.
 At frame 320, person 33 is located at coordinates [132.28, 640.30] with a bounding box of width 26.43 and height 68.72.
 At frame 320, person 34 is located at coordinates [1855.41, 505.61] with a bounding box of width 83.50 and height 250.64.
 At frame 320, person 31 is located at coordinates [1707.03, 503.75] with a bounding box of width 96.26 and height 275.09.
 At frame 320, person 9 is located at coordinates [660.26, 624.45] with a bounding box of width 41.37 and height 91.46.
 At frame 321, person 17 is located at coordinates [1750.78, 524.12] with a bounding box of width 105.09 and height 276.52.
 At frame 321, person 26 is located at coordinates [831.68, 537.17] with a bounding box of width 183.48 and height 387.91.
 At frame 321, person 30 is located at coordinates [1675.24, 511.57] with a bounding box of width 110.39 and height 291.94.
 At frame 321, person 7 is located at coordinates [313.46, 627.38] with a bounding box of width 30.21 and height 81.97.
 At frame 321, person 32 is located at coordinates [1788.09, 508.49] with a bounding box of width 86.46 and height 252.15.
 At frame 321, person 33 is located at coordinates [131.90, 640.05] with a bounding box of width 26.55 and height 69.04.
 At frame 321, person 34 is located at coordinates [1849.19, 506.59] with a bounding box of width 85.38 and height 255.42.
 At frame 321, person 9 is located at coordinates [662.34, 624.26] with a bounding box of width 42.60 and height 92.72.
 At frame 322, person 17 is located at coordinates [1757.84, 520.97] with a bounding box of width 105.27 and height 277.96.
 At frame 322, person 26 is located at coordinates [834.75, 538.93] with a bounding box of width 187.15 and height 385.31.
 At frame 322, person 30 is located at coordinates [1680.37, 515.47] with a bounding box of width 110.17 and height 286.98.
 At frame 322, person 7 is located at coordinates [313.21, 627.67] with a bounding box of width 30.61 and height 82.86.
 At frame 322, person 33 is located at coordinates [131.60, 639.66] with a bounding box of width 26.66 and height 69.16.
 At frame 322, person 34 is located at coordinates [1845.19, 506.95] with a bounding box of width 84.93 and height 254.72.
 

=====================================================

At frame 322, person 9 is located at coordinates [662.66, 624.49] with a bounding box of width 42.61 and height 91.96.
 At frame 323, person 17 is located at coordinates [1765.88, 520.97] with a bounding box of width 104.00 and height 277.35.
 At frame 323, person 26 is located at coordinates [838.72, 537.26] with a bounding box of width 191.62 and height 387.24.
 At frame 323, person 30 is located at coordinates [1685.82, 516.81] with a bounding box of width 110.73 and height 285.54.
 At frame 323, person 7 is located at coordinates [312.51, 627.49] with a bounding box of width 30.52 and height 82.02.
 At frame 323, person 33 is located at coordinates [130.92, 639.52] with a bounding box of width 26.52 and height 68.63.
 At frame 323, person 34 is located at coordinates [1841.81, 507.68] with a bounding box of width 83.93 and height 253.09.
 At frame 323, person 9 is located at coordinates [660.27, 625.47] with a bounding box of width 43.33 and height 92.25.
 At frame 324, person 17 is located at coordinates [1769.53, 515.12] with a bounding box of width 105.87 and height 284.76.
 At frame 324, person 26 is located at coordinates [844.07, 538.10] with a bounding box of width 193.20 and height 386.49.
 At frame 324, person 30 is located at coordinates [1692.81, 514.43] with a bounding box of width 111.15 and height 284.37.
 At frame 324, person 7 is located at coordinates [311.95, 628.02] with a bounding box of width 30.80 and height 81.71.
 At frame 324, person 33 is located at coordinates [130.01, 639.46] with a bounding box of width 26.79 and height 69.02.
 At frame 324, person 34 is located at coordinates [1842.15, 505.30] with a bounding box of width 85.19 and height 255.86.
 At frame 324, person 9 is located at coordinates [660.72, 625.56] with a bounding box of width 44.30 and height 92.95.
 At frame 325, person 17 is located at coordinates [1775.37, 508.89] with a bounding box of width 106.51 and height 291.02.
 At frame 325, person 26 is located at coordinates [849.28, 536.37] with a bounding box of width 196.18 and height 390.60.
 At frame 325, person 30 is located at coordinates [1703.16, 515.34] with a bounding box of width 109.47 and height 282.14.
 At frame 325, person 7 is located at coordinates [310.61, 629.40] with a bounding box of width 29.65 and height 78.07.
 At frame 325, person 33 is located at coordinates [129.36, 639.74] with a bounding box of width 26.95 and height 69.17.
 At frame 325, person 34 is located at coordinates [1841.08, 501.78] with a bounding box of width 85.88 and height 259.14.
 At frame 325, person 9 is located at coordinates [661.34, 625.31] with a bounding box of width 45.40 and height 93.79.
 At frame 325, person 31 is located at coordinates [1690.23, 510.67] with a bounding box of width 89.19 and height 255.50.
 At frame 326, person 17 is located at coordinates [1782.11, 504.52] with a bounding box of width 105.96 and height 294.55.
 At frame 326, person 26 is located at coordinates [856.76, 533.10] with a bounding box of width 198.59 and height 397.10.
 At frame 326, person 30 is located at coordinates [1711.52, 513.67] with a bounding box of width 107.65 and height 279.51.
 At frame 326, person 7 is located at coordinates [308.44, 629.63] with a bounding box of width 31.07 and height 81.51.
 At frame 326, person 33 is located at coordinates [128.66, 639.85] with a bounding box of width 26.79 and height 68.64.
 At frame 326, person 34 is located at coordinates [1837.37, 500.73] with a bounding box of width 85.89 and height 261.44.
 At frame 326, person 9 is located at coordinates [662.58, 625.22] with a bounding box of width 46.04 and height 94.11.
 At frame 326, person 31 is located at coordinates [1690.93, 509.13] with a bounding box of width 90.86 and height 260.84.
 At frame 327, person 17 is located at coordinates [1792.98, 507.85] with a bounding box of width 103.20 and height 290.05.
 At frame 327, person 26 is located at coordinates [866.92, 531.58] with a bounding box of width 197.42 and height 398.66.
 At frame 327, person 30 is located at coordinates [1723.44, 509.55] with a bounding box of width 107.71 and height 282.04.
 At frame 327, person 33 is located at coordinates [127.84, 639.89] with a bounding box of width 26.99 and height 69.03.
 At frame 327, person 34 is located at coordinates [1836.58, 498.90] with a bounding box of width 84.80 and height 261.05.
 At frame 327, person 9 is located at coordinates [664.12, 626.36] with a bounding box of width 45.20 and height 92.46.
 At frame 327, person 31 is located at coordinates [1687.13, 507.52] with a bounding box of width 90.97 and height 260.65.
 At frame 328, person 17 is located at coordinates [1805.03, 508.05] with a bounding box of width 101.63 and height 288.25.
 At frame 328, person 26 is located at coordinates [880.87, 531.03] with a bounding box of width 193.43 and height 399.20.
 At frame 328, person 30 is located at coordinates [1734.90, 512.74] with a bounding box of width 104.38 and height 277.13.
 At frame 328, person 33 is located at coordinates [126.86, 640.49] with a bounding box of width 26.83 and height 68.59.
 At frame 328, person 34 is located at coordinates [1832.63, 498.22] with a bounding box of width 84.81 and height 263.12.
 At frame 328, person 9 is located at coordinates [668.18, 625.92] with a bounding box of width 45.48 and height 93.59.
 At frame 328, person 31 is located at coordinates [1688.69, 505.41] with a bounding box of width 92.30 and height 261.21.
 At frame 328, person 32 is located at coordinates [1781.24, 502.30] with a bounding box of width 88.39 and height 264.07.
 At frame 329, person 17 is located at coordinates [1813.71, 505.24] with a bounding box of width 101.60 and height 291.06.
 At frame 329, person 26 is located at coordinates [894.68, 530.84] with a bounding box of width 187.14 and height 397.02.
 At frame 329, person 30 is located at coordinates [1745.81, 506.34] with a bounding box of width 104.70 and height 282.93.
 At frame 329, person 33 is located at coordinates [126.33, 641.01] with a bounding box of width 26.54 and height 67.84.
 

=====================================================

At frame 329, person 34 is located at coordinates [1838.86, 509.35] with a bounding box of width 76.50 and height 237.59.
 At frame 329, person 9 is located at coordinates [668.38, 625.17] with a bounding box of width 44.59 and height 92.84.
 At frame 329, person 31 is located at coordinates [1691.20, 504.89] with a bounding box of width 92.65 and height 259.69.
 At frame 329, person 32 is located at coordinates [1779.44, 501.89] with a bounding box of width 87.35 and height 261.71.
 At frame 330, person 17 is located at coordinates [1818.52, 502.48] with a bounding box of width 100.35 and height 290.93.
 At frame 330, person 26 is located at coordinates [910.64, 531.68] with a bounding box of width 180.23 and height 397.61.
 At frame 330, person 30 is located at coordinates [1753.83, 505.16] with a bounding box of width 101.70 and height 279.82.
 At frame 330, person 33 is located at coordinates [125.46, 640.62] with a bounding box of width 26.65 and height 68.15.
 At frame 330, person 9 is located at coordinates [671.51, 624.01] with a bounding box of width 44.47 and height 93.72.
 At frame 330, person 31 is located at coordinates [1690.03, 504.98] with a bounding box of width 92.46 and height 258.56.
 At frame 331, person 17 is located at coordinates [1825.04, 500.32] with a bounding box of width 99.24 and height 292.02.
 At frame 331, person 26 is located at coordinates [926.39, 531.14] with a bounding box of width 173.93 and height 398.09.
 At frame 331, person 30 is located at coordinates [1761.61, 503.90] with a bounding box of width 100.39 and height 280.38.
 At frame 331, person 33 is located at coordinates [124.42, 640.47] with a bounding box of width 27.71 and height 71.21.
 At frame 331, person 9 is located at coordinates [673.89, 624.16] with a bounding box of width 43.07 and height 92.30.
 At frame 331, person 31 is located at coordinates [1687.38, 501.76] with a bounding box of width 93.38 and height 261.71.
 At frame 332, person 17 is located at coordinates [1829.98, 502.19] with a bounding box of width 98.02 and height 292.40.
 At frame 332, person 26 is located at coordinates [940.84, 533.01] with a bounding box of width 166.76 and height 393.85.
 At frame 332, person 30 is located at coordinates [1766.14, 504.95] with a bounding box of width 99.63 and height 281.76.
 At frame 332, person 33 is located at coordinates [123.90, 640.12] with a bounding box of width 28.10 and height 72.35.
 At frame 332, person 9 is located at coordinates [676.16, 624.53] with a bounding box of width 41.44 and height 90.57.
 At frame 332, person 31 is located at coordinates [1684.30, 498.79] with a bounding box of width 94.50 and height 267.02.
 At frame 333, person 17 is located at coordinates [1836.12, 499.16] with a bounding box of width 97.86 and height 296.03.
 At frame 333, person 26 is located at coordinates [956.77, 530.79] with a bounding box of width 164.69 and height 396.92.
 At frame 333, person 30 is located at coordinates [1771.79, 502.47] with a bounding box of width 101.44 and height 286.38.
 At frame 333, person 33 is located at coordinates [123.53, 640.27] with a bounding box of width 28.07 and height 72.20.
 At frame 333, person 9 is located at coordinates [678.58, 626.45] with a bounding box of width 40.50 and height 89.92.
 At frame 333, person 31 is located at coordinates [1681.49, 497.10] with a bounding box of width 93.64 and height 266.70.
 At frame 334, person 17 is located at coordinates [1842.23, 505.64] with a bounding box of width 94.42 and height 286.89.
 At frame 334, person 26 is located at coordinates [972.75, 528.22] with a bounding box of width 165.48 and height 400.39.
 At frame 334, person 30 is located at coordinates [1780.69, 502.74] with a bounding box of width 103.23 and height 288.69.
 At frame 334, person 33 is located at coordinates [120.60, 640.33] with a bounding box of width 29.16 and height 75.05.
 At frame 334, person 9 is located at coordinates [680.96, 625.10] with a bounding box of width 40.63 and height 90.87.
 At frame 334, person 31 is located at coordinates [1678.98, 496.47] with a bounding box of width 93.99 and height 268.92.
 At frame 334, person 7 is located at coordinates [310.13, 630.13] with a bounding box of width 26.37 and height 68.12.
 At frame 334, person 34 is located at coordinates [1828.94, 499.68] with a bounding box of width 82.73 and height 259.19.
 At frame 335, person 17 is located at coordinates [1847.49, 509.09] with a bounding box of width 93.70 and height 286.27.
 At frame 335, person 26 is located at coordinates [986.65, 531.06] with a bounding box of width 164.51 and height 396.72.
 At frame 335, person 33 is located at coordinates [117.86, 640.93] with a bounding box of width 32.45 and height 83.01.
 At frame 335, person 9 is located at coordinates [683.38, 623.13] with a bounding box of width 41.60 and height 93.58.
 At frame 335, person 31 is located at coordinates [1677.50, 495.68] with a bounding box of width 95.30 and height 272.67.
 At frame 335, person 7 is located at coordinates [308.13, 628.83] with a bounding box of width 28.87 and height 74.64.
 At frame 335, person 34 is located at coordinates [1825.36, 499.05] with a bounding box of width 84.32 and height 267.12.
 At frame 335, person 32 is located at coordinates [1774.09, 502.62] with a bounding box of width 95.11 and height 280.19.
 At frame 336, person 17 is located at coordinates [1860.03, 510.98] with a bounding box of width 93.02 and height 283.10.
 At frame 336, person 26 is located at coordinates [999.25, 535.70] with a bounding box of width 165.08 and height 392.34.
 At frame 336, person 9 is located at coordinates [684.47, 623.84] with a bounding box of width 40.90 and height 92.86.
 At frame 336, person 31 is located at coordinates [1675.09, 494.81] with a bounding box of width 96.14 and height 274.66.
 At frame 336, person 7 is located at coordinates [306.45, 627.62] with a bounding box of width 31.79 and height 82.71.
 At frame 336, person 34 is located at coordinates [1818.37, 497.39] with a bounding box of width 87.12 and height 275.70.
 

=====================================================

At frame 336, person 32 is located at coordinates [1772.70, 501.51] with a bounding box of width 96.21 and height 279.80.
 At frame 337, person 17 is located at coordinates [1865.47, 519.96] with a bounding box of width 90.78 and height 275.42.
 At frame 337, person 26 is located at coordinates [1005.10, 535.39] with a bounding box of width 168.06 and height 392.16.
 At frame 337, person 9 is located at coordinates [685.98, 624.43] with a bounding box of width 40.62 and height 92.57.
 At frame 337, person 31 is located at coordinates [1671.29, 495.09] with a bounding box of width 96.52 and height 277.14.
 At frame 337, person 7 is located at coordinates [305.44, 627.16] with a bounding box of width 33.08 and height 86.90.
 At frame 337, person 34 is located at coordinates [1822.00, 501.64] with a bounding box of width 82.53 and height 261.73.
 At frame 337, person 32 is located at coordinates [1768.33, 500.82] with a bounding box of width 93.85 and height 272.07.
 At frame 337, person 30 is located at coordinates [1800.76, 499.30] with a bounding box of width 104.64 and height 293.29.
 At frame 338, person 17 is located at coordinates [1877.84, 519.46] with a bounding box of width 90.10 and height 272.56.
 At frame 338, person 26 is located at coordinates [1011.78, 536.74] with a bounding box of width 169.97 and height 388.86.
 At frame 338, person 9 is located at coordinates [687.34, 626.12] with a bounding box of width 39.99 and height 91.28.
 At frame 338, person 31 is located at coordinates [1667.53, 496.68] with a bounding box of width 96.75 and height 278.05.
 At frame 338, person 7 is located at coordinates [304.88, 627.27] with a bounding box of width 33.09 and height 87.41.
 At frame 338, person 32 is located at coordinates [1765.07, 499.68] with a bounding box of width 92.09 and height 270.84.
 At frame 338, person 30 is located at coordinates [1806.21, 500.74] with a bounding box of width 102.79 and height 290.26.
 At frame 339, person 17 is located at coordinates [1885.89, 512.41] with a bounding box of width 91.85 and height 278.08.
 At frame 339, person 26 is located at coordinates [1017.75, 537.24] with a bounding box of width 172.33 and height 386.44.
 At frame 339, person 9 is located at coordinates [688.54, 626.76] with a bounding box of width 39.41 and height 90.20.
 At frame 339, person 31 is located at coordinates [1664.11, 497.30] with a bounding box of width 97.47 and height 278.94.
 At frame 339, person 7 is located at coordinates [305.50, 628.48] with a bounding box of width 32.29 and height 85.83.
 At frame 339, person 32 is located at coordinates [1764.76, 496.61] with a bounding box of width 92.65 and height 272.72.
 At frame 339, person 34 is located at coordinates [1817.36, 497.62] with a bounding box of width 88.35 and height 281.01.
 At frame 340, person 17 is located at coordinates [1894.51, 508.62] with a bounding box of width 90.15 and height 271.95.
 At frame 340, person 26 is located at coordinates [1023.13, 534.76] with a bounding box of width 177.93 and height 392.34.
 At frame 340, person 9 is located at coordinates [690.31, 628.18] with a bounding box of width 38.78 and height 88.62.
 At frame 340, person 31 is located at coordinates [1661.71, 498.43] with a bounding box of width 97.78 and height 279.24.
 At frame 340, person 7 is located at coordinates [305.71, 628.96] with a bounding box of width 31.51 and height 84.00.
 At frame 340, person 32 is located at coordinates [1765.69, 494.30] with a bounding box of width 94.97 and height 276.34.
 At frame 340, person 34 is located at coordinates [1821.08, 499.21] with a bounding box of width 86.92 and height 276.71.
 At frame 341, person 26 is located at coordinates [1028.13, 534.41] with a bounding box of width 181.57 and height 393.97.
 At frame 341, person 9 is located at coordinates [692.12, 625.74] with a bounding box of width 39.68 and height 89.82.
 At frame 341, person 31 is located at coordinates [1659.41, 498.28] with a bounding box of width 98.50 and height 279.91.
 At frame 341, person 7 is located at coordinates [304.88, 629.15] with a bounding box of width 31.56 and height 84.44.
 At frame 341, person 32 is located at coordinates [1767.07, 493.74] with a bounding box of width 95.64 and height 274.78.
 At frame 341, person 34 is located at coordinates [1821.18, 494.25] with a bounding box of width 89.08 and height 282.64.
 At frame 342, person 26 is located at coordinates [1032.30, 534.57] with a bounding box of width 184.67 and height 395.46.
 At frame 342, person 9 is located at coordinates [692.16, 627.18] with a bounding box of width 38.81 and height 87.92.
 At frame 342, person 31 is located at coordinates [1656.40, 498.23] with a bounding box of width 99.71 and height 281.88.
 At frame 342, person 7 is located at coordinates [304.70, 629.22] with a bounding box of width 31.07 and height 83.42.
 At frame 342, person 32 is located at coordinates [1765.77, 491.50] with a bounding box of width 96.68 and height 275.91.
 At frame 342, person 34 is located at coordinates [1824.07, 490.08] with a bounding box of width 91.17 and height 287.71.
 At frame 343, person 26 is located at coordinates [1038.71, 531.12] with a bounding box of width 185.98 and height 396.60.
 At frame 343, person 9 is located at coordinates [693.29, 623.58] with a bounding box of width 40.25 and height 90.77.
 At frame 343, person 31 is located at coordinates [1654.68, 496.46] with a bounding box of width 101.48 and height 285.51.
 At frame 343, person 7 is located at coordinates [304.39, 629.54] with a bounding box of width 31.08 and height 83.60.
 At frame 343, person 32 is located at coordinates [1761.83, 489.51] with a bounding box of width 97.61 and height 278.66.
 At frame 343, person 34 is located at coordinates [1821.23, 485.61] with a bounding box of width 90.69 and height 286.71.
 At frame 343, person 30 is located at coordinates [1831.84, 490.93] with a bounding box of width 100.68 and height 287.98.
 At frame 344, person 26 is located at coordinates [1048.84, 531.87] with a bounding box of width 183.26 and height 392.63.
 

=====================================================

At frame 344, person 9 is located at coordinates [694.81, 624.00] with a bounding box of width 40.25 and height 89.49.
 At frame 344, person 31 is located at coordinates [1652.38, 494.34] with a bounding box of width 103.28 and height 289.76.
 At frame 344, person 7 is located at coordinates [304.31, 629.07] with a bounding box of width 31.34 and height 84.24.
 At frame 344, person 32 is located at coordinates [1757.58, 487.92] with a bounding box of width 97.10 and height 279.67.
 At frame 344, person 34 is located at coordinates [1815.10, 483.91] with a bounding box of width 89.53 and height 283.33.
 At frame 344, person 30 is located at coordinates [1844.05, 493.17] with a bounding box of width 98.21 and height 284.70.
 At frame 344, person 33 is located at coordinates [118.71, 638.95] with a bounding box of width 26.79 and height 68.24.
 At frame 345, person 26 is located at coordinates [1054.88, 525.99] with a bounding box of width 182.98 and height 397.87.
 At frame 345, person 9 is located at coordinates [696.47, 622.71] with a bounding box of width 40.91 and height 90.17.
 At frame 345, person 31 is located at coordinates [1652.52, 492.38] with a bounding box of width 103.24 and height 290.17.
 At frame 345, person 7 is located at coordinates [304.32, 628.90] with a bounding box of width 31.39 and height 84.46.
 At frame 345, person 32 is located at coordinates [1754.31, 487.93] with a bounding box of width 96.20 and height 279.44.
 At frame 345, person 34 is located at coordinates [1810.33, 482.73] with a bounding box of width 89.34 and height 283.14.
 At frame 345, person 30 is located at coordinates [1853.89, 492.14] with a bounding box of width 97.69 and height 285.39.
 At frame 345, person 33 is located at coordinates [118.14, 638.06] with a bounding box of width 28.06 and height 71.39.
 At frame 346, person 26 is located at coordinates [1066.81, 521.76] with a bounding box of width 180.50 and height 400.12.
 At frame 346, person 9 is located at coordinates [697.52, 621.65] with a bounding box of width 40.78 and height 89.85.
 At frame 346, person 31 is located at coordinates [1651.80, 491.65] with a bounding box of width 102.59 and height 290.26.
 At frame 346, person 7 is located at coordinates [302.84, 627.37] with a bounding box of width 31.76 and height 85.70.
 At frame 346, person 32 is located at coordinates [1753.42, 488.27] with a bounding box of width 95.26 and height 278.74.
 At frame 346, person 34 is located at coordinates [1809.48, 479.10] with a bounding box of width 91.55 and height 288.88.
 At frame 346, person 30 is located at coordinates [1860.80, 492.37] with a bounding box of width 95.23 and height 280.36.
 At frame 346, person 33 is located at coordinates [117.85, 637.54] with a bounding box of width 28.32 and height 71.54.
 At frame 347, person 26 is located at coordinates [1083.87, 519.31] with a bounding box of width 176.06 and height 402.41.
 At frame 347, person 9 is located at coordinates [698.97, 620.38] with a bounding box of width 40.85 and height 90.90.
 At frame 347, person 31 is located at coordinates [1650.02, 490.23] with a bounding box of width 101.99 and height 291.41.
 At frame 347, person 7 is located at coordinates [301.22, 626.50] with a bounding box of width 32.30 and height 87.32.
 At frame 347, person 32 is located at coordinates [1753.24, 487.85] with a bounding box of width 94.71 and height 279.03.
 At frame 347, person 34 is located at coordinates [1808.21, 477.78] with a bounding box of width 92.07 and height 290.42.
 At frame 347, person 30 is located at coordinates [1865.80, 493.68] with a bounding box of width 93.62 and height 277.30.
 At frame 347, person 33 is located at coordinates [117.37, 636.75] with a bounding box of width 28.45 and height 71.63.
 At frame 348, person 26 is located at coordinates [1103.04, 516.68] with a bounding box of width 171.68 and height 405.59.
 At frame 348, person 9 is located at coordinates [701.67, 616.70] with a bounding box of width 41.74 and height 93.63.
 At frame 348, person 31 is located at coordinates [1646.50, 488.25] with a bounding box of width 101.74 and height 294.13.
 At frame 348, person 7 is located at coordinates [301.43, 625.31] with a bounding box of width 32.61 and height 88.51.
 At frame 348, person 32 is located at coordinates [1751.47, 487.43] with a bounding box of width 95.10 and height 282.05.
 At frame 348, person 34 is located at coordinates [1807.46, 478.49] with a bounding box of width 92.32 and height 292.12.
 At frame 348, person 30 is located at coordinates [1872.15, 491.82] with a bounding box of width 95.38 and height 282.71.
 At frame 348, person 33 is located at coordinates [116.92, 636.45] with a bounding box of width 28.32 and height 71.09.
 At frame 349, person 26 is located at coordinates [1120.86, 513.39] with a bounding box of width 166.90 and height 406.18.
 At frame 349, person 9 is located at coordinates [704.92, 615.91] with a bounding box of width 42.14 and height 94.66.
 At frame 349, person 31 is located at coordinates [1642.39, 485.78] with a bounding box of width 101.51 and height 296.87.
 At frame 349, person 7 is located at coordinates [301.39, 624.28] with a bounding box of width 32.42 and height 88.36.
 At frame 349, person 32 is located at coordinates [1750.86, 487.88] with a bounding box of width 95.24 and height 284.33.
 At frame 349, person 34 is located at coordinates [1808.19, 480.85] with a bounding box of width 91.06 and height 288.63.
 At frame 349, person 30 is located at coordinates [1878.84, 488.52] with a bounding box of width 96.34 and height 285.91.
 At frame 349, person 33 is located at coordinates [116.69, 635.75] with a bounding box of width 28.73 and height 72.10.
 At frame 350, person 26 is located at coordinates [1133.29, 512.20] with a bounding box of width 163.51 and height 407.53.
 At frame 350, person 9 is located at coordinates [712.94, 624.06] with a bounding box of width 39.10 and height 86.91.
 At frame 350, person 31 is located at coordinates [1638.88, 485.17] with a bounding box of width 100.78 and height 299.02.
 

=====================================================

At frame 350, person 7 is located at coordinates [300.99, 623.32] with a bounding box of width 32.28 and height 88.27.
 At frame 350, person 32 is located at coordinates [1749.92, 488.66] with a bounding box of width 95.63 and height 286.92.
 At frame 350, person 34 is located at coordinates [1808.84, 482.09] with a bounding box of width 90.56 and height 287.82.
 At frame 350, person 30 is located at coordinates [1882.76, 489.63] with a bounding box of width 95.77 and height 285.38.
 At frame 350, person 33 is located at coordinates [116.07, 634.91] with a bounding box of width 29.09 and height 73.08.
 At frame 351, person 26 is located at coordinates [1146.49, 513.86] with a bounding box of width 160.81 and height 406.54.
 At frame 351, person 9 is located at coordinates [715.55, 624.00] with a bounding box of width 39.32 and height 86.86.
 At frame 351, person 31 is located at coordinates [1636.60, 484.38] with a bounding box of width 100.22 and height 300.94.
 At frame 351, person 7 is located at coordinates [301.16, 622.97] with a bounding box of width 32.20 and height 88.22.
 At frame 351, person 32 is located at coordinates [1748.08, 488.97] with a bounding box of width 96.52 and height 290.20.
 At frame 351, person 34 is located at coordinates [1808.55, 482.01] with a bounding box of width 90.91 and height 291.00.
 At frame 351, person 30 is located at coordinates [1886.53, 493.91] with a bounding box of width 92.80 and height 278.72.
 At frame 351, person 33 is located at coordinates [115.54, 634.60] with a bounding box of width 29.11 and height 72.87.
 At frame 352, person 26 is located at coordinates [1163.51, 509.57] with a bounding box of width 164.22 and height 412.86.
 At frame 352, person 9 is located at coordinates [716.75, 622.20] with a bounding box of width 41.11 and height 89.81.
 At frame 352, person 31 is located at coordinates [1634.23, 485.58] with a bounding box of width 99.69 and height 302.20.
 At frame 352, person 7 is located at coordinates [301.00, 622.27] with a bounding box of width 32.04 and height 88.18.
 At frame 352, person 32 is located at coordinates [1747.23, 489.40] with a bounding box of width 97.25 and height 291.99.
 At frame 352, person 34 is located at coordinates [1807.86, 482.87] with a bounding box of width 89.38 and height 286.91.
 At frame 352, person 30 is located at coordinates [1888.86, 493.79] with a bounding box of width 91.65 and height 277.39.
 At frame 352, person 33 is located at coordinates [115.03, 634.20] with a bounding box of width 28.88 and height 72.20.
 At frame 353, person 26 is located at coordinates [1173.36, 512.08] with a bounding box of width 166.04 and height 412.87.
 At frame 353, person 9 is located at coordinates [714.56, 623.87] with a bounding box of width 39.95 and height 87.99.
 At frame 353, person 31 is located at coordinates [1631.02, 486.36] with a bounding box of width 99.63 and height 304.36.
 At frame 353, person 7 is located at coordinates [300.85, 622.32] with a bounding box of width 31.90 and height 88.15.
 At frame 353, person 32 is located at coordinates [1745.76, 490.16] with a bounding box of width 98.17 and height 293.78.
 At frame 353, person 34 is located at coordinates [1806.79, 482.34] with a bounding box of width 89.29 and height 287.07.
 At frame 353, person 33 is located at coordinates [114.51, 633.18] with a bounding box of width 29.04 and height 72.55.
 At frame 354, person 26 is located at coordinates [1184.92, 510.18] with a bounding box of width 171.25 and height 416.91.
 At frame 354, person 9 is located at coordinates [714.22, 623.63] with a bounding box of width 39.39 and height 87.88.
 At frame 354, person 31 is located at coordinates [1624.68, 486.39] with a bounding box of width 100.70 and height 305.71.
 At frame 354, person 7 is located at coordinates [300.84, 622.35] with a bounding box of width 31.78 and height 88.12.
 At frame 354, person 32 is located at coordinates [1745.93, 491.33] with a bounding box of width 98.34 and height 293.83.
 At frame 354, person 34 is located at coordinates [1806.31, 481.27] with a bounding box of width 89.49 and height 288.28.
 At frame 354, person 33 is located at coordinates [114.35, 633.10] with a bounding box of width 29.20 and height 72.69.
 At frame 355, person 26 is located at coordinates [1192.88, 509.50] with a bounding box of width 174.56 and height 414.31.
 At frame 355, person 9 is located at coordinates [715.93, 619.72] with a bounding box of width 40.71 and height 91.38.
 At frame 355, person 31 is located at coordinates [1619.11, 488.46] with a bounding box of width 101.77 and height 304.41.
 At frame 355, person 7 is located at coordinates [300.44, 622.09] with a bounding box of width 31.67 and height 88.10.
 At frame 355, person 32 is located at coordinates [1745.09, 491.49] with a bounding box of width 98.54 and height 294.38.
 At frame 355, person 34 is located at coordinates [1806.04, 481.47] with a bounding box of width 89.24 and height 287.55.
 At frame 355, person 33 is located at coordinates [114.11, 632.20] with a bounding box of width 29.07 and height 72.16.
 At frame 356, person 26 is located at coordinates [1198.17, 509.29] with a bounding box of width 179.70 and height 415.01.
 At frame 356, person 9 is located at coordinates [719.05, 618.84] with a bounding box of width 40.78 and height 91.52.
 At frame 356, person 31 is located at coordinates [1614.62, 491.61] with a bounding box of width 103.63 and height 303.27.
 At frame 356, person 7 is located at coordinates [300.15, 622.00] with a bounding box of width 31.34 and height 87.49.
 At frame 356, person 32 is located at coordinates [1743.90, 491.26] with a bounding box of width 98.69 and height 295.12.
 At frame 356, person 34 is located at coordinates [1805.53, 479.81] with a bounding box of width 90.60 and height 293.11.
 At frame 356, person 33 is located at coordinates [113.69, 631.59] with a bounding box of width 29.27 and height 72.55.
 At frame 357, person 26 is located at coordinates [1203.33, 509.84] with a bounding box of width 183.83 and height 412.89.
 

=====================================================

At frame 357, person 9 is located at coordinates [721.59, 617.65] with a bounding box of width 40.93 and height 90.98.
 At frame 357, person 31 is located at coordinates [1610.04, 494.28] with a bounding box of width 105.65 and height 301.61.
 At frame 357, person 7 is located at coordinates [299.84, 621.69] with a bounding box of width 31.34 and height 87.84.
 At frame 357, person 32 is located at coordinates [1742.60, 491.18] with a bounding box of width 98.76 and height 295.94.
 At frame 357, person 34 is located at coordinates [1804.80, 479.78] with a bounding box of width 91.08 and height 295.19.
 At frame 357, person 33 is located at coordinates [113.63, 631.96] with a bounding box of width 29.13 and height 72.12.
 At frame 358, person 26 is located at coordinates [1208.37, 513.62] with a bounding box of width 186.56 and height 406.76.
 At frame 358, person 9 is located at coordinates [723.58, 618.68] with a bounding box of width 41.15 and height 91.36.
 At frame 358, person 31 is located at coordinates [1607.75, 496.75] with a bounding box of width 107.76 and height 301.53.
 At frame 358, person 7 is located at coordinates [299.28, 621.30] with a bounding box of width 31.09 and height 87.38.
 At frame 358, person 32 is located at coordinates [1742.79, 490.56] with a bounding box of width 98.67 and height 296.79.
