At frame 0.0, person 1.0 is located at coordinates [605.72, 635.48] with a bounding box of width 36.41 and height 95.03.
 At frame 87.0, person 18.0 is located at coordinates [1605.53, 610.18] with a bounding box of width 46.16 and height 117.90.
 At frame 87.0, person 19.0 is located at coordinates [1634.88, 590.82] with a bounding box of width 60.95 and height 157.12.
 At frame 87.0, person 22.0 is located at coordinates [1672.80, 602.78] with a bounding box of width 52.85 and height 143.05.
 At frame 87.0, person 21.0 is located at coordinates [1129.58, 619.31] with a bounding box of width 21.78 and height 55.38.
 At frame 87.0, person 26.0 is located at coordinates [1248.00, 613.77] with a bounding box of width 21.38 and height 57.05.
 At frame 87.0, person 7.0 is located at coordinates [623.76, 623.21] with a bounding box of width 43.42 and height 97.16.
 At frame 88.0, person 1.0 is located at coordinates [632.68, 592.79] with a bounding box of width 132.54 and height 254.43.
 At frame 88.0, person 5.0 is located at coordinates [1265.35, 598.36] with a bounding box of width 137.25 and height 296.08.
 At frame 88.0, person 8.0 is located at coordinates [1148.74, 616.09] with a bounding box of width 17.74 and height 43.33.
 At frame 88.0, person 11.0 is located at coordinates [233.17, 637.90] with a bounding box of width 31.40 and height 83.20.
 At frame 88.0, person 12.0 is located at coordinates [296.92, 647.61] with a bounding box of width 37.44 and height 82.80.
 At frame 88.0, person 13.0 is located at coordinates [1266.48, 613.14] with a bounding box of width 25.37 and height 62.41.
 At frame 88.0, person 16.0 is located at coordinates [1463.06, 604.84] with a bounding box of width 31.98 and height 83.57.
 At frame 88.0, person 17.0 is located at coordinates [1484.70, 608.95] with a bounding box of width 28.73 and height 77.02.
 At frame 88.0, person 18.0 is located at coordinates [1609.29, 609.12] with a bounding box of width 45.20 and height 116.51.
 At frame 88.0, person 19.0 is located at coordinates [1635.54, 589.97] with a bounding box of width 60.59 and height 156.17.
 At frame 88.0, person 22.0 is located at coordinates [1673.86, 602.56] with a bounding box of width 52.39 and height 140.92.
 At frame 88.0, person 21.0 is located at coordinates [1129.61, 618.79] with a bounding box of width 21.70 and height 55.26.
 At frame 88.0, person 26.0 is located at coordinates [1248.83, 612.23] with a bounding box of width 21.85 and height 58.18.
 At frame 88.0, person 7.0 is located at coordinates [625.49, 623.11] with a bounding box of width 44.08 and height 96.20.
 At frame 89.0, person 1.0 is located at coordinates [644.83, 591.33] with a bounding box of width 133.31 and height 257.54.
 At frame 89.0, person 5.0 is located at coordinates [1261.66, 594.84] with a bounding box of width 138.03 and height 300.96.
 At frame 89.0, person 8.0 is located at coordinates [1148.42, 615.30] with a bounding box of width 17.98 and height 43.99.
 At frame 89.0, person 11.0 is located at coordinates [231.76, 638.37] with a bounding box of width 31.09 and height 82.33.
 At frame 89.0, person 12.0 is located at coordinates [296.26, 647.28] with a bounding box of width 37.83 and height 83.20.
 At frame 89.0, person 13.0 is located at coordinates [1267.96, 611.67] with a bounding box of width 25.53 and height 63.49.
 At frame 89.0, person 16.0 is located at coordinates [1462.60, 604.09] with a bounding box of width 31.63 and height 83.01.
 At frame 89.0, person 17.0 is located at coordinates [1485.55, 608.45] with a bounding box of width 28.73 and height 76.59.
 At frame 89.0, person 18.0 is located at coordinates [1612.83, 605.21] with a bounding box of width 46.15 and height 120.06.
 At frame 89.0, person 19.0 is located at coordinates [1635.04, 588.49] with a bounding box of width 60.65 and height 156.38.
 At frame 89.0, person 22.0 is located at coordinates [1674.40, 603.08] with a bounding box of width 51.84 and height 138.90.
 At frame 89.0, person 21.0 is located at coordinates [1129.45, 617.72] with a bounding box of width 22.02 and height 55.79.
 At frame 89.0, person 26.0 is located at coordinates [1249.06, 611.45] with a bounding box of width 22.12 and height 58.55.
 At frame 89.0, person 7.0 is located at coordinates [626.70, 621.89] with a bounding box of width 45.39 and height 97.07.
 At frame 90.0, person 1.0 is located at coordinates [661.10, 592.57] with a bounding box of width 131.06 and height 258.05.
 At frame 90.0, person 5.0 is located at coordinates [1256.91, 592.35] with a bounding box of width 137.00 and height 304.46.
 At frame 90.0, person 8.0 is located at coordinates [1148.80, 615.01] with a bounding box of width 18.25 and height 44.83.
 At frame 90.0, person 11.0 is located at coordinates [230.32, 638.54] with a bounding box of width 30.86 and height 81.99.
 At frame 90.0, person 12.0 is located at coordinates [295.99, 646.86] with a bounding box of width 38.09 and height 83.35.
 At frame 90.0, person 13.0 is located at coordinates [1269.99, 604.43] with a bounding box of width 27.19 and height 67.95.
 At frame 90.0, person 16.0 is located at coordinates [1462.36, 602.95] with a bounding box of width 31.60 and height 82.79.
 At frame 90.0, person 17.0 is located at coordinates [1486.40, 607.40] with a bounding box of width 28.82 and height 76.43.
 At frame 90.0, person 18.0 is located at coordinates [1616.11, 599.72] with a bounding box of width 48.18 and height 127.16.
 At frame 90.0, person 19.0 is located at coordinates [1634.91, 587.37] with a bounding box of width 60.46 and height 155.86.
 At frame 90.0, person 22.0 is located at coordinates [1675.29, 602.99] with a bounding box of width 51.36 and height 136.95.
 At frame 90.0, person 21.0 is located at coordinates [1129.26, 616.74] with a bounding box of width 22.38 and height 56.57.
 At frame 90.0, person 26.0 is located at coordinates [1249.42, 611.84] with a bounding box of width 21.65 and height 56.80.
 At frame 90.0, person 7.0 is located at coordinates [628.81, 622.03] with a bounding box of width 45.99 and height 96.81.
 At frame 91.0, person 1.0 is located at coordinates [680.86, 593.69] with a bounding box of width 126.78 and height 256.97.
 At frame 91.0, person 5.0 is located at coordinates [1251.80, 589.11] with a bounding box of width 136.33 and height 310.90.
 At frame 91.0, person 8.0 is located at coordinates [1148.47, 614.33] with a bounding box of width 18.11 and height 44.57.
 At frame 91.0, person 11.0 is located at coordinates [229.17, 637.73] with a bounding box of width 31.53 and height 83.62.
 At frame 91.0, person 12.0 is located at coordinates [295.73, 646.70] with a bounding box of width 38.02 and height 82.83.
 At frame 91.0, person 16.0 is located at coordinates [1462.65, 601.95] with a bounding box of width 31.99 and height 83.88.
 At frame 91.0, person 17.0 is located at coordinates [1486.66, 607.02] with a bounding box of width 28.93 and height 76.37.
 At frame 91.0, person 18.0 is located at coordinates [1618.31, 603.07] with a bounding box of width 46.89 and height 124.72.
 At frame 91.0, person 19.0 is located at coordinates [1632.95, 586.67] with a bounding box of width 60.58 and height 156.24.
 At frame 91.0, person 22.0 is located at coordinates [1675.42, 602.67] with a bounding box of width 51.51 and height 137.40.
 At frame 91.0, person 21.0 is located at coordinates [1129.17, 616.09] with a bounding box of width 22.55 and height 56.85.
 At frame 91.0, person 26.0 is located at coordinates [1248.35, 612.03] with a bounding box of width 21.40 and height 55.54.
 At frame 91.0, person 7.0 is located at coordinates [631.61, 623.85] with a bounding box of width 45.04 and height 94.37.
 At frame 92.0, person 1.0 is located at coordinates [701.18, 593.60] with a bounding box of width 125.58 and height 260.52.
 At frame 92.0, person 5.0 is located at coordinates [1243.19, 587.33] with a bounding box of width 134.51 and height 313.84.
 At frame 92.0, person 8.0 is located at coordinates [1148.45, 614.38] with a bounding box of width 17.84 and height 43.88.
 At frame 92.0, person 11.0 is located at coordinates [227.73, 636.25] with a bounding box of width 32.15 and height 85.38.
 At frame 92.0, person 12.0 is located at coordinates [295.51, 646.63] with a bounding box of width 38.00 and height 82.63.
 At frame 92.0, person 16.0 is located at coordinates [1462.93, 601.59] with a bounding box of width 31.76 and height 83.70.
 At frame 92.0, person 17.0 is located at coordinates [1487.28, 607.19] with a bounding box of width 29.04 and height 76.35.
 At frame 92.0, person 18.0 is located at coordinates [1622.65, 603.91] with a bounding box of width 45.99 and height 123.66.
 At frame 92.0, person 19.0 is located at coordinates [1630.42, 586.72] with a bounding box of width 60.64 and height 156.96.
 At frame 92.0, person 22.0 is located at coordinates [1675.34, 601.97] with a bounding box of width 51.76 and height 138.16.
 At frame 92.0, person 21.0 is located at coordinates [1128.53, 615.85] with a bounding box of width 22.64 and height 56.95.
 At frame 92.0, person 26.0 is located at coordinates [1248.34, 611.52] with a bounding box of width 21.79 and height 55.72.
 At frame 92.0, person 7.0 is located at coordinates [634.54, 626.03] with a bounding box of width 43.79 and height 91.68.
 At frame 92.0, person 9.0 is located at coordinates [629.15, 630.25] with a bounding box of width 32.88 and height 84.25.
 At frame 93.0, person 1.0 is located at coordinates [716.69, 590.70] with a bounding box of width 125.60 and height 262.95.
 At frame 93.0, person 5.0 is located at coordinates [1233.68, 585.25] with a bounding box of width 133.60 and height 316.58.
 At frame 93.0, person 8.0 is located at coordinates [1148.75, 615.60] with a bounding box of width 17.13 and height 41.84.
 At frame 93.0, person 11.0 is located at coordinates [226.61, 636.56] with a bounding box of width 31.90 and height 84.89.
 At frame 93.0, person 12.0 is located at coordinates [295.18, 646.61] with a bounding box of width 37.99 and height 82.56.
 At frame 93.0, person 16.0 is located at coordinates [1462.41, 601.48] with a bounding box of width 31.76 and height 83.62.
 At frame 93.0, person 17.0 is located at coordinates [1487.29, 606.38] with a bounding box of width 29.51 and height 76.94.
 At frame 93.0, person 19.0 is located at coordinates [1628.43, 586.76] with a bounding box of width 60.32 and height 156.05.
 At frame 93.0, person 22.0 is located at coordinates [1675.38, 600.84] with a bounding box of width 51.66 and height 138.44.
 At frame 93.0, person 21.0 is located at coordinates [1128.48, 616.65] with a bounding box of width 22.30 and height 55.81.
 At frame 93.0, person 26.0 is located at coordinates [1247.26, 608.02] with a bounding box of width 24.11 and height 60.03.
 At frame 93.0, person 7.0 is located at coordinates [638.77, 627.73] with a bounding box of width 42.26 and height 90.11.
 At frame 93.0, person 9.0 is located at coordinates [630.40, 630.04] with a bounding box of width 32.66 and height 84.61.
 At frame 93.0, person 14.0 is located at coordinates [1082.13, 620.07] with a bounding box of width 14.91 and height 34.61.
 At frame 94.0, person 1.0 is located at coordinates [728.27, 588.76] with a bounding box of width 127.33 and height 266.11.
 At frame 94.0, person 5.0 is located at coordinates [1225.39, 584.20] with a bounding box of width 133.49 and height 320.40.
 At frame 94.0, person 8.0 is located at coordinates [1149.43, 616.68] with a bounding box of width 16.91 and height 41.08.
 At frame 94.0, person 11.0 is located at coordinates [225.15, 636.98] with a bounding box of width 31.95 and height 85.26.
 At frame 94.0, person 12.0 is located at coordinates [294.66, 646.30] with a bounding box of width 38.23 and height 83.13.
 At frame 94.0, person 16.0 is located at coordinates [1462.00, 601.17] with a bounding box of width 32.15 and height 84.75.
 At frame 94.0, person 17.0 is located at coordinates [1487.88, 606.68] with a bounding box of width 29.63 and height 76.57.
 At frame 94.0, person 19.0 is located at coordinates [1627.84, 587.39] with a bounding box of width 59.85 and height 155.10.
 At frame 94.0, person 22.0 is located at coordinates [1675.22, 600.12] with a bounding box of width 51.91 and height 140.31.
 At frame 94.0, person 21.0 is located at coordinates [1128.53, 617.27] with a bounding box of width 22.03 and height 54.77.
 At frame 94.0, person 26.0 is located at coordinates [1245.15, 602.99] with a bounding box of width 29.55 and height 72.64.
 At frame 94.0, person 7.0 is located at coordinates [642.15, 627.74] with a bounding box of width 40.90 and height 88.96.
 At frame 94.0, person 9.0 is located at coordinates [631.58, 631.69] with a bounding box of width 31.16 and height 81.27.
 At frame 94.0, person 14.0 is located at coordinates [1082.13, 619.90] with a bounding box of width 15.29 and height 35.26.
 At frame 95.0, person 1.0 is located at coordinates [740.79, 583.71] with a bounding box of width 132.38 and height 273.03.
 At frame 95.0, person 5.0 is located at coordinates [1212.15, 585.01] with a bounding box of width 134.16 and height 321.17.
 At frame 95.0, person 8.0 is located at coordinates [1148.95, 617.37] with a bounding box of width 17.10 and height 41.41.
 At frame 95.0, person 11.0 is located at coordinates [223.99, 637.43] with a bounding box of width 31.81 and height 84.80.
 At frame 95.0, person 12.0 is located at coordinates [294.25, 646.19] with a bounding box of width 38.22 and height 83.35.
 At frame 95.0, person 16.0 is located at coordinates [1461.37, 601.65] with a bounding box of width 32.09 and height 84.59.
 At frame 95.0, person 17.0 is located at coordinates [1487.42, 606.81] with a bounding box of width 29.83 and height 77.02.
 At frame 95.0, person 19.0 is located at coordinates [1628.05, 587.65] with a bounding box of width 58.81 and height 151.80.
 At frame 95.0, person 22.0 is located at coordinates [1675.45, 600.16] with a bounding box of width 51.39 and height 139.84.
 At frame 95.0, person 21.0 is located at coordinates [1128.51, 617.81] with a bounding box of width 21.99 and height 54.38.
 At frame 95.0, person 7.0 is located at coordinates [645.89, 629.81] with a bounding box of width 39.44 and height 87.38.
 At frame 95.0, person 9.0 is located at coordinates [633.27, 632.95] with a bounding box of width 30.97 and height 81.10.
 At frame 95.0, person 14.0 is located at coordinates [1082.01, 620.13] with a bounding box of width 15.66 and height 36.06.
 At frame 95.0, person 10.0 is located at coordinates [1304.30, 606.20] with a bounding box of width 22.34 and height 54.16.
 At frame 96.0, person 1.0 is located at coordinates [754.60, 581.83] with a bounding box of width 136.20 and height 276.16.
 At frame 96.0, person 5.0 is located at coordinates [1200.89, 588.57] with a bounding box of width 135.45 and height 319.59.
 At frame 96.0, person 8.0 is located at coordinates [1149.04, 617.92] with a bounding box of width 16.62 and height 40.36.
 At frame 96.0, person 11.0 is located at coordinates [223.29, 638.49] with a bounding box of width 31.81 and height 84.62.
 At frame 96.0, person 12.0 is located at coordinates [294.16, 644.97] with a bounding box of width 39.03 and height 85.19.
 At frame 96.0, person 16.0 is located at coordinates [1460.45, 602.15] with a bounding box of width 32.23 and height 84.52.
 At frame 96.0, person 17.0 is located at coordinates [1487.22, 606.87] with a bounding box of width 29.92 and height 77.19.
 At frame 96.0, person 19.0 is located at coordinates [1628.86, 590.72] with a bounding box of width 59.33 and height 152.93.
 At frame 96.0, person 22.0 is located at coordinates [1675.42, 599.90] with a bounding box of width 51.37 and height 140.23.
 At frame 96.0, person 21.0 is located at coordinates [1128.07, 618.31] with a bounding box of width 21.67 and height 53.64.
 At frame 96.0, person 7.0 is located at coordinates [648.53, 629.95] with a bounding box of width 38.60 and height 87.43.
 At frame 96.0, person 9.0 is located at coordinates [634.25, 633.42] with a bounding box of width 31.33 and height 82.20.
 At frame 96.0, person 14.0 is located at coordinates [1081.74, 620.22] with a bounding box of width 16.24 and height 36.93.
 At frame 96.0, person 27.0 is located at coordinates [508.12, 633.52] with a bounding box of width 18.65 and height 42.63.
 At frame 96.0, person 10.0 is located at coordinates [1305.07, 606.10] with a bounding box of width 22.18 and height 54.19.
 At frame 97.0, person 1.0 is located at coordinates [768.75, 581.74] with a bounding box of width 138.17 and height 276.68.
 At frame 97.0, person 5.0 is located at coordinates [1192.36, 592.89] with a bounding box of width 137.78 and height 317.99.
 At frame 97.0, person 8.0 is located at coordinates [1149.30, 618.42] with a bounding box of width 16.00 and height 38.78.
 At frame 97.0, person 11.0 is located at coordinates [222.50, 639.18] with a bounding box of width 31.88 and height 84.53.
 At frame 97.0, person 12.0 is located at coordinates [293.74, 643.93] with a bounding box of width 39.85 and height 87.05.
 At frame 97.0, person 16.0 is located at coordinates [1459.39, 602.94] with a bounding box of width 32.53 and height 84.49.
 At frame 97.0, person 17.0 is located at coordinates [1486.36, 606.91] with a bounding box of width 30.33 and height 77.84.
 At frame 97.0, person 19.0 is located at coordinates [1628.29, 590.39] with a bounding box of width 60.07 and height 153.35.
 At frame 97.0, person 22.0 is located at coordinates [1675.53, 600.11] with a bounding box of width 51.08 and height 139.79.
 At frame 97.0, person 21.0 is located at coordinates [1127.91, 618.79] with a bounding box of width 21.54 and height 53.37.
 At frame 97.0, person 7.0 is located at coordinates [651.18, 630.58] with a bounding box of width 38.35 and height 88.08.
 At frame 97.0, person 9.0 is located at coordinates [634.91, 633.60] with a bounding box of width 30.84 and height 81.44.
 At frame 97.0, person 14.0 is located at coordinates [1081.58, 620.55] with a bounding box of width 16.55 and height 37.26.
 At frame 97.0, person 27.0 is located at coordinates [508.05, 634.34] with a bounding box of width 18.65 and height 42.63.
 At frame 97.0, person 10.0 is located at coordinates [1305.45, 606.95] with a bounding box of width 21.86 and height 53.61.
 At frame 98.0, person 1.0 is located at coordinates [785.43, 584.10] with a bounding box of width 137.22 and height 272.70.
 At frame 98.0, person 5.0 is located at coordinates [1185.82, 595.14] with a bounding box of width 140.99 and height 316.70.
 At frame 98.0, person 8.0 is located at coordinates [1149.28, 618.30] with a bounding box of width 16.00 and height 38.82.
 At frame 98.0, person 11.0 is located at coordinates [221.38, 639.43] with a bounding box of width 32.19 and height 85.08.
 At frame 98.0, person 12.0 is located at coordinates [293.49, 643.25] with a bounding box of width 40.10 and height 87.75.
 At frame 98.0, person 16.0 is located at coordinates [1458.33, 602.95] with a bounding box of width 32.82 and height 84.47.
 At frame 98.0, person 17.0 is located at coordinates [1486.07, 607.22] with a bounding box of width 30.38 and height 77.50.
 At frame 98.0, person 19.0 is located at coordinates [1627.71, 591.73] with a bounding box of width 59.91 and height 151.75.
 At frame 98.0, person 22.0 is located at coordinates [1676.27, 600.49] with a bounding box of width 50.73 and height 139.61.
 At frame 98.0, person 21.0 is located at coordinates [1127.76, 618.98] with a bounding box of width 21.69 and height 53.86.
 At frame 98.0, person 7.0 is located at coordinates [654.27, 632.27] with a bounding box of width 38.03 and height 86.57.
 At frame 98.0, person 9.0 is located at coordinates [635.68, 635.43] with a bounding box of width 30.13 and height 79.37.
 At frame 98.0, person 14.0 is located at coordinates [1081.80, 621.27] with a bounding box of width 16.11 and height 36.22.
 At frame 98.0, person 27.0 is located at coordinates [508.02, 634.27] with a bounding box of width 18.65 and height 42.63.
 At frame 98.0, person 10.0 is located at coordinates [1305.69, 606.98] with a bounding box of width 21.53 and height 52.80.
 At frame 99.0, person 1.0 is located at coordinates [802.20, 584.78] with a bounding box of width 135.16 and height 271.64.
 At frame 99.0, person 5.0 is located at coordinates [1179.52, 598.05] with a bounding box of width 143.28 and height 312.90.
 At frame 99.0, person 8.0 is located at coordinates [1148.98, 617.95] with a bounding box of width 16.59 and height 40.04.
 At frame 99.0, person 11.0 is located at coordinates [219.94, 638.94] with a bounding box of width 32.52 and height 85.86.
 At frame 99.0, person 12.0 is located at coordinates [293.25, 642.71] with a bounding box of width 40.51 and height 88.58.
 At frame 99.0, person 16.0 is located at coordinates [1457.94, 603.55] with a bounding box of width 32.90 and height 84.45.
 At frame 99.0, person 17.0 is located at coordinates [1485.50, 607.94] with a bounding box of width 30.12 and height 76.78.
 At frame 99.0, person 19.0 is located at coordinates [1627.09, 591.06] with a bounding box of width 60.65 and height 152.33.
 At frame 99.0, person 22.0 is located at coordinates [1675.83, 600.35] with a bounding box of width 50.81 and height 140.71.
 At frame 99.0, person 21.0 is located at coordinates [1127.82, 619.34] with a bounding box of width 21.51 and height 53.46.
 At frame 99.0, person 7.0 is located at coordinates [656.96, 631.68] with a bounding box of width 39.41 and height 88.42.
 At frame 99.0, person 9.0 is located at coordinates [636.13, 635.23] with a bounding box of width 30.65 and height 80.35.
 At frame 99.0, person 14.0 is located at coordinates [1081.87, 621.55] with a bounding box of width 15.95 and height 35.81.
 At frame 99.0, person 27.0 is located at coordinates [508.35, 634.23] with a bounding box of width 18.65 and height 42.63.
 At frame 99.0, person 10.0 is located at coordinates [1306.25, 607.59] with a bounding box of width 21.59 and height 53.09.
 At frame 99.0, person 13.0 is located at coordinates [1274.38, 612.17] with a bounding box of width 26.11 and height 65.00.
 At frame 100.0, person 1.0 is located at coordinates [820.84, 586.25] with a bounding box of width 130.12 and height 268.83.
 At frame 100.0, person 5.0 is located at coordinates [1173.48, 598.56] with a bounding box of width 147.20 and height 313.15.
 At frame 100.0, person 8.0 is located at coordinates [1148.84, 617.53] with a bounding box of width 16.86 and height 40.50.
 At frame 100.0, person 11.0 is located at coordinates [218.80, 638.45] with a bounding box of width 32.76 and height 86.74.
 At frame 100.0, person 12.0 is located at coordinates [293.28, 643.39] with a bounding box of width 40.17 and height 87.73.
 At frame 100.0, person 16.0 is located at coordinates [1457.21, 603.79] with a bounding box of width 32.96 and height 83.86.
 At frame 100.0, person 17.0 is located at coordinates [1485.09, 608.21] with a bounding box of width 30.40 and height 77.09.
 At frame 100.0, person 19.0 is located at coordinates [1626.65, 591.10] with a bounding box of width 61.34 and height 151.97.
 At frame 100.0, person 22.0 is located at coordinates [1675.43, 601.19] with a bounding box of width 50.12 and height 138.78.
 At frame 100.0, person 21.0 is located at coordinates [1127.77, 619.47] with a bounding box of width 21.61 and height 53.31.
 At frame 100.0, person 7.0 is located at coordinates [660.59, 629.10] with a bounding box of width 41.53 and height 90.29.
 At frame 100.0, person 9.0 is located at coordinates [638.24, 634.86] with a bounding box of width 31.02 and height 80.71.
 At frame 100.0, person 14.0 is located at coordinates [1081.78, 621.36] with a bounding box of width 16.11 and height 36.23.
 At frame 100.0, person 27.0 is located at coordinates [508.48, 634.20] with a bounding box of width 18.61 and height 42.63.
 At frame 100.0, person 10.0 is located at coordinates [1306.46, 607.52] with a bounding box of width 21.59 and height 53.20.
 At frame 100.0, person 13.0 is located at coordinates [1274.16, 612.41] with a bounding box of width 26.37 and height 64.80.
 At frame 101.0, person 1.0 is located at coordinates [843.64, 583.61] with a bounding box of width 127.62 and height 272.97.
 At frame 101.0, person 5.0 is located at coordinates [1168.89, 597.27] with a bounding box of width 151.36 and height 315.84.
 At frame 101.0, person 8.0 is located at coordinates [1148.18, 617.07] with a bounding box of width 17.00 and height 40.68.
 At frame 101.0, person 11.0 is located at coordinates [217.90, 638.56] with a bounding box of width 32.56 and height 86.47.
 At frame 101.0, person 12.0 is located at coordinates [293.37, 642.78] with a bounding box of width 40.21 and height 87.96.
 At frame 101.0, person 16.0 is located at coordinates [1456.87, 604.17] with a bounding box of width 33.13 and height 83.63.
 At frame 101.0, person 17.0 is located at coordinates [1484.99, 608.32] with a bounding box of width 30.39 and height 76.63.
 At frame 101.0, person 19.0 is located at coordinates [1624.80, 590.22] with a bounding box of width 62.62 and height 153.02.
 At frame 101.0, person 22.0 is located at coordinates [1674.41, 601.22] with a bounding box of width 50.38 and height 139.22.
 At frame 101.0, person 21.0 is located at coordinates [1127.20, 619.22] with a bounding box of width 21.56 and height 53.26.
 At frame 101.0, person 7.0 is located at coordinates [663.23, 630.45] with a bounding box of width 41.96 and height 88.67.
 At frame 101.0, person 9.0 is located at coordinates [640.22, 634.72] with a bounding box of width 31.09 and height 79.67.
 At frame 101.0, person 14.0 is located at coordinates [1081.75, 621.29] with a bounding box of width 16.16 and height 36.39.
 At frame 101.0, person 27.0 is located at coordinates [508.09, 634.19] with a bounding box of width 18.82 and height 43.26.
 At frame 101.0, person 10.0 is located at coordinates [1307.12, 607.20] with a bounding box of width 21.57 and height 53.24.
 At frame 101.0, person 13.0 is located at coordinates [1274.72, 612.79] with a bounding box of width 26.42 and height 64.15.
 At frame 102.0, person 1.0 is located at coordinates [862.56, 584.40] with a bounding box of width 123.69 and height 272.74.
 At frame 102.0, person 5.0 is located at coordinates [1164.93, 595.60] with a bounding box of width 153.11 and height 316.81.
 At frame 102.0, person 8.0 is located at coordinates [1147.80, 616.90] with a bounding box of width 17.31 and height 41.35.
 At frame 102.0, person 11.0 is located at coordinates [216.80, 638.30] with a bounding box of width 32.65 and height 86.95.
 At frame 102.0, person 12.0 is located at coordinates [293.46, 642.56] with a bounding box of width 40.14 and height 88.04.
 At frame 102.0, person 16.0 is located at coordinates [1456.68, 604.32] with a bounding box of width 33.32 and height 83.54.
 At frame 102.0, person 17.0 is located at coordinates [1484.30, 607.77] with a bounding box of width 30.51 and height 77.04.
 At frame 102.0, person 19.0 is located at coordinates [1622.91, 591.65] with a bounding box of width 63.15 and height 152.25.
 At frame 102.0, person 22.0 is located at coordinates [1674.67, 601.23] with a bounding box of width 50.37 and height 139.38.
 At frame 102.0, person 21.0 is located at coordinates [1127.00, 619.12] with a bounding box of width 21.53 and height 53.25.
 At frame 102.0, person 7.0 is located at coordinates [665.29, 629.48] with a bounding box of width 43.92 and height 90.42.
 At frame 102.0, person 9.0 is located at coordinates [642.30, 634.95] with a bounding box of width 31.34 and height 78.68.
 At frame 102.0, person 14.0 is located at coordinates [1081.85, 621.27] with a bounding box of width 15.95 and height 35.86.
 At frame 102.0, person 27.0 is located at coordinates [508.85, 638.77] with a bounding box of width 16.50 and height 37.98.
 At frame 102.0, person 10.0 is located at coordinates [1307.36, 607.09] with a bounding box of width 21.55 and height 53.26.
 At frame 102.0, person 13.0 is located at coordinates [1276.49, 612.92] with a bounding box of width 26.81 and height 63.91.
 At frame 102.0, person 26.0 is located at coordinates [1243.33, 612.06] with a bounding box of width 23.79 and height 58.62.
 At frame 103.0, person 1.0 is located at coordinates [879.81, 582.98] with a bounding box of width 123.45 and height 273.75.
 At frame 103.0, person 5.0 is located at coordinates [1159.85, 598.18] with a bounding box of width 150.78 and height 311.58.
 At frame 103.0, person 8.0 is located at coordinates [1148.45, 616.54] with a bounding box of width 17.03 and height 40.43.
 At frame 103.0, person 11.0 is located at coordinates [215.98, 638.50] with a bounding box of width 32.40 and height 86.53.
 At frame 103.0, person 12.0 is located at coordinates [293.84, 641.90] with a bounding box of width 39.74 and height 87.48.
 At frame 103.0, person 16.0 is located at coordinates [1455.98, 604.08] with a bounding box of width 33.52 and height 83.50.
 At frame 103.0, person 17.0 is located at coordinates [1484.15, 607.86] with a bounding box of width 30.34 and height 76.61.
 At frame 103.0, person 19.0 is located at coordinates [1620.87, 590.14] with a bounding box of width 64.84 and height 154.90.
 At frame 103.0, person 22.0 is located at coordinates [1674.28, 601.54] with a bounding box of width 50.15 and height 138.85.
 At frame 103.0, person 21.0 is located at coordinates [1127.04, 619.09] with a bounding box of width 21.31 and height 52.66.
 At frame 103.0, person 7.0 is located at coordinates [666.81, 630.86] with a bounding box of width 42.98 and height 86.99.
 At frame 103.0, person 9.0 is located at coordinates [643.07, 635.04] with a bounding box of width 31.94 and height 78.89.
 At frame 103.0, person 14.0 is located at coordinates [1081.88, 620.96] with a bounding box of width 15.88 and height 35.66.
 At frame 103.0, person 27.0 is located at coordinates [508.59, 641.13] with a bounding box of width 15.41 and height 35.33.
 At frame 103.0, person 10.0 is located at coordinates [1306.66, 606.75] with a bounding box of width 21.92 and height 53.86.
 At frame 103.0, person 13.0 is located at coordinates [1277.60, 612.95] with a bounding box of width 27.18 and height 63.84.
 At frame 103.0, person 26.0 is located at coordinates [1242.60, 612.44] with a bounding box of width 23.36 and height 56.99.
 At frame 103.0, person 18.0 is located at coordinates [1657.37, 604.69] with a bounding box of width 46.39 and height 127.80.
 At frame 104.0, person 1.0 is located at coordinates [896.64, 577.80] with a bounding box of width 127.36 and height 279.34.
 At frame 104.0, person 5.0 is located at coordinates [1150.35, 595.03] with a bounding box of width 150.14 and height 314.83.
 At frame 104.0, person 8.0 is located at coordinates [1148.27, 616.41] with a bounding box of width 16.59 and height 39.49.
 At frame 104.0, person 11.0 is located at coordinates [214.91, 639.15] with a bounding box of width 32.01 and height 85.77.
 At frame 104.0, person 12.0 is located at coordinates [294.54, 642.54] with a bounding box of width 38.51 and height 84.91.
 At frame 104.0, person 16.0 is located at coordinates [1455.46, 603.11] with a bounding box of width 34.11 and height 84.67.
 At frame 104.0, person 17.0 is located at coordinates [1484.01, 607.90] with a bounding box of width 30.44 and height 76.44.
 At frame 104.0, person 19.0 is located at coordinates [1619.28, 588.40] with a bounding box of width 66.00 and height 156.47.
 At frame 104.0, person 22.0 is located at coordinates [1673.47, 601.65] with a bounding box of width 50.20 and height 138.06.
 At frame 104.0, person 21.0 is located at coordinates [1127.06, 618.77] with a bounding box of width 21.23 and height 52.44.
 At frame 104.0, person 7.0 is located at coordinates [666.78, 629.60] with a bounding box of width 44.74 and height 89.85.
 At frame 104.0, person 9.0 is located at coordinates [643.34, 634.48] with a bounding box of width 32.72 and height 79.56.
 At frame 104.0, person 14.0 is located at coordinates [1082.47, 620.56] with a bounding box of width 15.86 and height 35.58.
 At frame 104.0, person 27.0 is located at coordinates [508.68, 640.90] with a bounding box of width 15.36 and height 35.14.
