At frame 0.0, person 1.0 is located at coordinates [1238.68, 371.25] with a bounding box of width 21.32 and height 53.88.
 At frame 565.0, person 46.0 is located at coordinates [836.93, 373.95] with a bounding box of width 11.31 and height 27.76.
 At frame 565.0, person 49.0 is located at coordinates [816.93, 371.46] with a bounding box of width 12.25 and height 30.60.
 At frame 565.0, person 50.0 is located at coordinates [789.52, 374.46] with a bounding box of width 11.79 and height 28.98.
 At frame 566.0, person 46.0 is located at coordinates [838.42, 373.12] with a bounding box of width 11.90 and height 29.31.
 At frame 566.0, person 49.0 is located at coordinates [818.21, 371.26] with a bounding box of width 12.43 and height 31.20.
 At frame 566.0, person 50.0 is located at coordinates [791.13, 375.02] with a bounding box of width 10.91 and height 26.76.
 At frame 567.0, person 46.0 is located at coordinates [841.85, 373.01] with a bounding box of width 12.47 and height 30.65.
 At frame 567.0, person 49.0 is located at coordinates [820.02, 370.81] with a bounding box of width 12.06 and height 30.26.
 At frame 567.0, person 50.0 is located at coordinates [792.37, 372.84] with a bounding box of width 11.54 and height 28.31.
 At frame 568.0, person 46.0 is located at coordinates [842.72, 371.83] with a bounding box of width 11.93 and height 29.25.
 At frame 568.0, person 49.0 is located at coordinates [821.80, 369.85] with a bounding box of width 11.94 and height 30.27.
 At frame 568.0, person 50.0 is located at coordinates [794.03, 371.69] with a bounding box of width 11.63 and height 28.46.
 At frame 569.0, person 46.0 is located at coordinates [844.77, 371.76] with a bounding box of width 12.00 and height 29.48.
 At frame 569.0, person 49.0 is located at coordinates [823.29, 367.94] with a bounding box of width 12.47 and height 31.84.
 At frame 569.0, person 50.0 is located at coordinates [795.24, 369.89] with a bounding box of width 11.94 and height 29.28.
 At frame 570.0, person 46.0 is located at coordinates [846.18, 371.15] with a bounding box of width 12.94 and height 31.90.
 At frame 570.0, person 49.0 is located at coordinates [824.99, 366.66] with a bounding box of width 12.61 and height 32.42.
 At frame 570.0, person 50.0 is located at coordinates [796.50, 369.03] with a bounding box of width 11.91 and height 29.21.
 At frame 571.0, person 46.0 is located at coordinates [848.22, 369.23] with a bounding box of width 12.50 and height 30.91.
 At frame 571.0, person 49.0 is located at coordinates [826.25, 364.64] with a bounding box of width 12.10 and height 31.09.
 At frame 571.0, person 50.0 is located at coordinates [797.24, 366.98] with a bounding box of width 12.03 and height 29.55.
 At frame 572.0, person 46.0 is located at coordinates [849.44, 367.29] with a bounding box of width 12.83 and height 32.05.
 At frame 572.0, person 49.0 is located at coordinates [827.30, 362.89] with a bounding box of width 12.16 and height 31.34.
 At frame 572.0, person 50.0 is located at coordinates [798.01, 366.02] with a bounding box of width 11.79 and height 28.90.
 At frame 573.0, person 46.0 is located at coordinates [849.89, 364.47] with a bounding box of width 12.12 and height 30.55.
 At frame 573.0, person 49.0 is located at coordinates [828.51, 361.88] with a bounding box of width 12.80 and height 32.98.
 At frame 573.0, person 50.0 is located at coordinates [799.80, 365.69] with a bounding box of width 11.71 and height 28.64.
 At frame 574.0, person 46.0 is located at coordinates [850.32, 363.00] with a bounding box of width 11.91 and height 30.34.
 At frame 574.0, person 49.0 is located at coordinates [829.38, 361.13] with a bounding box of width 12.90 and height 33.21.
 At frame 574.0, person 50.0 is located at coordinates [800.93, 365.60] with a bounding box of width 11.44 and height 28.14.
 At frame 575.0, person 46.0 is located at coordinates [851.05, 362.48] with a bounding box of width 11.36 and height 29.08.
 At frame 575.0, person 49.0 is located at coordinates [830.67, 361.07] with a bounding box of width 12.45 and height 32.13.
 At frame 575.0, person 50.0 is located at coordinates [801.38, 365.39] with a bounding box of width 11.16 and height 27.55.
 At frame 576.0, person 46.0 is located at coordinates [851.92, 361.33] with a bounding box of width 11.40 and height 29.40.
 At frame 576.0, person 49.0 is located at coordinates [831.49, 360.70] with a bounding box of width 12.25 and height 31.69.
 At frame 576.0, person 50.0 is located at coordinates [802.16, 364.36] with a bounding box of width 11.31 and height 28.12.
 At frame 577.0, person 46.0 is located at coordinates [853.08, 361.33] with a bounding box of width 11.24 and height 29.12.
 At frame 577.0, person 49.0 is located at coordinates [832.41, 360.00] with a bounding box of width 12.42 and height 32.31.
 At frame 577.0, person 50.0 is located at coordinates [802.76, 363.80] with a bounding box of width 11.46 and height 28.72.
 At frame 578.0, person 46.0 is located at coordinates [853.93, 361.17] with a bounding box of width 11.02 and height 28.63.
 At frame 578.0, person 49.0 is located at coordinates [833.33, 359.17] with a bounding box of width 12.81 and height 33.31.
 At frame 578.0, person 50.0 is located at coordinates [803.30, 363.41] with a bounding box of width 11.57 and height 28.95.
 At frame 579.0, person 46.0 is located at coordinates [854.92, 361.14] with a bounding box of width 11.05 and height 28.84.
 At frame 579.0, person 49.0 is located at coordinates [833.69, 358.88] with a bounding box of width 12.84 and height 33.69.
 At frame 579.0, person 50.0 is located at coordinates [803.46, 363.10] with a bounding box of width 11.63 and height 29.03.
 At frame 580.0, person 46.0 is located at coordinates [855.80, 360.76] with a bounding box of width 11.54 and height 30.10.
 At frame 580.0, person 49.0 is located at coordinates [834.19, 358.80] with a bounding box of width 12.80 and height 33.82.
 At frame 580.0, person 50.0 is located at coordinates [804.25, 363.00] with a bounding box of width 11.66 and height 29.06.
 At frame 581.0, person 46.0 is located at coordinates [857.25, 361.22] with a bounding box of width 11.72 and height 30.57.
 At frame 581.0, person 49.0 is located at coordinates [834.82, 359.18] with a bounding box of width 12.60 and height 33.48.
 At frame 581.0, person 50.0 is located at coordinates [805.23, 363.57] with a bounding box of width 11.82 and height 29.45.
 At frame 581.0, person 51.0 is located at coordinates [340.15, 368.35] with a bounding box of width 14.60 and height 35.88.
 At frame 582.0, person 46.0 is located at coordinates [858.78, 362.00] with a bounding box of width 11.30 and height 29.59.
 At frame 582.0, person 49.0 is located at coordinates [835.94, 359.94] with a bounding box of width 12.23 and height 32.55.
 At frame 582.0, person 50.0 is located at coordinates [805.50, 363.61] with a bounding box of width 12.00 and height 29.99.
 At frame 582.0, person 51.0 is located at coordinates [338.65, 368.08] with a bounding box of width 15.05 and height 36.97.
 At frame 583.0, person 46.0 is located at coordinates [859.32, 362.72] with a bounding box of width 11.11 and height 29.20.
 At frame 583.0, person 49.0 is located at coordinates [836.85, 360.64] with a bounding box of width 12.59 and height 33.77.
 At frame 583.0, person 50.0 is located at coordinates [806.42, 364.03] with a bounding box of width 11.93 and height 29.80.
 At frame 583.0, person 51.0 is located at coordinates [337.02, 368.89] with a bounding box of width 15.20 and height 37.34.
 At frame 584.0, person 46.0 is located at coordinates [860.09, 363.00] with a bounding box of width 11.39 and height 29.85.
 At frame 584.0, person 49.0 is located at coordinates [837.97, 361.29] with a bounding box of width 12.65 and height 33.83.
 At frame 584.0, person 50.0 is located at coordinates [807.19, 365.37] with a bounding box of width 11.76 and height 29.33.
 At frame 584.0, person 51.0 is located at coordinates [335.73, 370.04] with a bounding box of width 15.07 and height 36.99.
 At frame 585.0, person 46.0 is located at coordinates [860.73, 363.50] with a bounding box of width 11.51 and height 30.09.
 At frame 585.0, person 49.0 is located at coordinates [838.68, 362.33] with a bounding box of width 12.82 and height 34.23.
 At frame 585.0, person 50.0 is located at coordinates [807.18, 366.09] with a bounding box of width 12.22 and height 30.32.
 At frame 585.0, person 51.0 is located at coordinates [334.58, 370.62] with a bounding box of width 15.71 and height 38.56.
 At frame 586.0, person 46.0 is located at coordinates [862.08, 364.67] with a bounding box of width 11.57 and height 30.18.
 At frame 586.0, person 49.0 is located at coordinates [839.86, 364.86] with a bounding box of width 12.52 and height 33.21.
 At frame 586.0, person 50.0 is located at coordinates [808.42, 367.13] with a bounding box of width 12.18 and height 30.30.
 At frame 586.0, person 51.0 is located at coordinates [333.47, 372.24] with a bounding box of width 15.41 and height 37.86.
 At frame 587.0, person 46.0 is located at coordinates [863.46, 366.48] with a bounding box of width 11.36 and height 29.43.
 At frame 587.0, person 49.0 is located at coordinates [840.97, 365.65] with a bounding box of width 12.57 and height 33.20.
 At frame 587.0, person 50.0 is located at coordinates [809.27, 368.31] with a bounding box of width 12.15 and height 30.29.
 At frame 587.0, person 51.0 is located at coordinates [331.37, 372.19] with a bounding box of width 15.91 and height 39.20.
 At frame 588.0, person 46.0 is located at coordinates [864.18, 367.57] with a bounding box of width 11.57 and height 29.93.
 At frame 588.0, person 49.0 is located at coordinates [841.61, 365.73] with a bounding box of width 12.86 and height 33.98.
 At frame 588.0, person 50.0 is located at coordinates [809.89, 369.15] with a bounding box of width 12.25 and height 30.66.
 At frame 588.0, person 51.0 is located at coordinates [330.41, 374.14] with a bounding box of width 15.00 and height 36.90.
 At frame 589.0, person 46.0 is located at coordinates [864.60, 367.76] with a bounding box of width 12.04 and height 31.28.
 At frame 589.0, person 49.0 is located at coordinates [842.14, 365.95] with a bounding box of width 13.10 and height 34.66.
 At frame 589.0, person 50.0 is located at coordinates [810.11, 369.45] with a bounding box of width 12.26 and height 30.80.
 At frame 589.0, person 51.0 is located at coordinates [329.21, 374.85] with a bounding box of width 14.84 and height 36.38.
 At frame 590.0, person 46.0 is located at coordinates [865.07, 367.83] with a bounding box of width 12.32 and height 32.18.
 At frame 590.0, person 49.0 is located at coordinates [842.25, 366.41] with a bounding box of width 13.31 and height 35.30.
 At frame 590.0, person 50.0 is located at coordinates [810.44, 370.14] with a bounding box of width 12.49 and height 31.24.
 At frame 590.0, person 51.0 is located at coordinates [327.46, 374.67] with a bounding box of width 15.10 and height 37.00.
 At frame 591.0, person 46.0 is located at coordinates [866.25, 369.38] with a bounding box of width 11.89 and height 30.98.
 At frame 591.0, person 49.0 is located at coordinates [843.67, 367.93] with a bounding box of width 12.87 and height 34.38.
 At frame 591.0, person 50.0 is located at coordinates [810.78, 370.59] with a bounding box of width 12.86 and height 32.17.
 At frame 591.0, person 51.0 is located at coordinates [326.35, 373.79] with a bounding box of width 15.44 and height 37.62.
 At frame 592.0, person 46.0 is located at coordinates [867.44, 369.97] with a bounding box of width 11.73 and height 30.50.
 At frame 592.0, person 49.0 is located at coordinates [844.53, 368.50] with a bounding box of width 12.77 and height 34.00.
 At frame 592.0, person 50.0 is located at coordinates [811.15, 370.56] with a bounding box of width 13.24 and height 32.91.
 At frame 592.0, person 51.0 is located at coordinates [325.26, 374.81] with a bounding box of width 15.05 and height 36.67.
 At frame 593.0, person 46.0 is located at coordinates [868.43, 369.39] with a bounding box of width 12.07 and height 31.49.
 At frame 593.0, person 49.0 is located at coordinates [845.14, 368.31] with a bounding box of width 12.88 and height 34.25.
 At frame 593.0, person 50.0 is located at coordinates [811.82, 370.73] with a bounding box of width 13.06 and height 32.41.
 At frame 593.0, person 51.0 is located at coordinates [323.73, 374.38] with a bounding box of width 15.28 and height 37.10.
 At frame 594.0, person 46.0 is located at coordinates [869.38, 368.59] with a bounding box of width 12.53 and height 32.63.
 At frame 594.0, person 49.0 is located at coordinates [845.87, 367.64] with a bounding box of width 13.41 and height 35.51.
 At frame 594.0, person 50.0 is located at coordinates [812.05, 370.58] with a bounding box of width 12.99 and height 32.20.
 At frame 594.0, person 51.0 is located at coordinates [322.73, 373.42] with a bounding box of width 15.91 and height 38.82.
 At frame 595.0, person 46.0 is located at coordinates [870.98, 368.47] with a bounding box of width 12.48 and height 32.29.
 At frame 595.0, person 49.0 is located at coordinates [847.14, 366.80] with a bounding box of width 13.89 and height 36.76.
 At frame 595.0, person 50.0 is located at coordinates [813.21, 370.13] with a bounding box of width 13.10 and height 32.51.
 At frame 595.0, person 51.0 is located at coordinates [321.40, 373.44] with a bounding box of width 16.20 and height 39.46.
 At frame 596.0, person 46.0 is located at coordinates [872.37, 368.41] with a bounding box of width 12.37 and height 32.15.
 At frame 596.0, person 49.0 is located at coordinates [848.54, 366.66] with a bounding box of width 13.72 and height 36.46.
 At frame 596.0, person 50.0 is located at coordinates [814.86, 369.95] with a bounding box of width 13.00 and height 32.23.
 At frame 596.0, person 51.0 is located at coordinates [320.67, 373.44] with a bounding box of width 15.67 and height 38.15.
 At frame 597.0, person 46.0 is located at coordinates [873.34, 366.82] with a bounding box of width 12.93 and height 33.65.
 At frame 597.0, person 49.0 is located at coordinates [849.45, 366.21] with a bounding box of width 13.62 and height 36.33.
 At frame 597.0, person 50.0 is located at coordinates [815.33, 368.51] with a bounding box of width 13.24 and height 32.89.
 At frame 598.0, person 46.0 is located at coordinates [874.51, 365.27] with a bounding box of width 13.00 and height 33.82.
 At frame 598.0, person 49.0 is located at coordinates [850.23, 364.68] with a bounding box of width 13.42 and height 35.88.
 At frame 598.0, person 50.0 is located at coordinates [816.72, 367.77] with a bounding box of width 13.17 and height 32.75.
 At frame 599.0, person 46.0 is located at coordinates [874.99, 364.47] with a bounding box of width 12.90 and height 33.49.
 At frame 599.0, person 49.0 is located at coordinates [851.09, 363.50] with a bounding box of width 13.69 and height 36.48.
 At frame 599.0, person 50.0 is located at coordinates [817.61, 367.10] with a bounding box of width 13.14 and height 32.69.
 At frame 600.0, person 46.0 is located at coordinates [875.83, 363.59] with a bounding box of width 13.00 and height 33.74.
 At frame 600.0, person 49.0 is located at coordinates [851.76, 362.30] with a bounding box of width 13.83 and height 37.09.
 At frame 600.0, person 50.0 is located at coordinates [818.32, 366.46] with a bounding box of width 13.12 and height 32.66.
 At frame 601.0, person 46.0 is located at coordinates [877.15, 362.10] with a bounding box of width 13.29 and height 34.60.
 At frame 601.0, person 49.0 is located at coordinates [852.90, 361.65] with a bounding box of width 13.58 and height 36.54.
 At frame 601.0, person 50.0 is located at coordinates [818.94, 365.44] with a bounding box of width 13.11 and height 32.64.
 At frame 601.0, person 52.0 is located at coordinates [242.48, 362.96] with a bounding box of width 16.85 and height 42.28.
 At frame 602.0, person 46.0 is located at coordinates [878.02, 360.39] with a bounding box of width 13.38 and height 34.92.
 At frame 602.0, person 49.0 is located at coordinates [853.62, 360.63] with a bounding box of width 12.85 and height 34.75.
 At frame 602.0, person 50.0 is located at coordinates [819.73, 364.48] with a bounding box of width 12.72 and height 31.85.
 At frame 602.0, person 52.0 is located at coordinates [242.87, 363.19] with a bounding box of width 16.06 and height 40.29.
 At frame 603.0, person 46.0 is located at coordinates [879.54, 358.97] with a bounding box of width 13.26 and height 34.64.
 At frame 603.0, person 49.0 is located at coordinates [854.14, 359.67] with a bounding box of width 12.77 and height 34.46.
 At frame 603.0, person 50.0 is located at coordinates [820.34, 363.15] with a bounding box of width 12.67 and height 31.94.
 At frame 603.0, person 52.0 is located at coordinates [240.49, 361.62] with a bounding box of width 16.37 and height 41.02.
 At frame 604.0, person 46.0 is located at coordinates [880.42, 358.06] with a bounding box of width 13.33 and height 34.92.
 At frame 604.0, person 49.0 is located at coordinates [854.96, 358.54] with a bounding box of width 13.01 and height 35.15.
 At frame 604.0, person 50.0 is located at coordinates [820.84, 362.27] with a bounding box of width 12.84 and height 32.36.
 At frame 604.0, person 52.0 is located at coordinates [237.72, 359.61] with a bounding box of width 17.72 and height 44.37.
 At frame 605.0, person 46.0 is located at coordinates [881.50, 357.93] with a bounding box of width 13.34 and height 35.01.
 At frame 605.0, person 49.0 is located at coordinates [856.29, 357.75] with a bounding box of width 13.33 and height 35.79.
 At frame 605.0, person 50.0 is located at coordinates [821.45, 361.96] with a bounding box of width 12.78 and height 32.13.
 At frame 605.0, person 52.0 is located at coordinates [237.50, 360.40] with a bounding box of width 16.82 and height 42.18.
 At frame 606.0, person 46.0 is located at coordinates [882.33, 358.30] with a bounding box of width 13.19 and height 34.65.
 At frame 606.0, person 49.0 is located at coordinates [857.13, 357.27] with a bounding box of width 13.49 and height 36.04.
 At frame 606.0, person 50.0 is located at coordinates [821.58, 361.28] with a bounding box of width 12.91 and height 32.43.
 At frame 606.0, person 52.0 is located at coordinates [235.87, 361.00] with a bounding box of width 16.65 and height 41.70.
 At frame 607.0, person 46.0 is located at coordinates [883.51, 358.46] with a bounding box of width 12.88 and height 33.72.
 At frame 607.0, person 49.0 is located at coordinates [858.11, 357.31] with a bounding box of width 13.73 and height 36.90.
 At frame 607.0, person 50.0 is located at coordinates [822.25, 362.01] with a bounding box of width 12.45 and height 31.37.
 At frame 607.0, person 52.0 is located at coordinates [234.79, 363.70] with a bounding box of width 15.44 and height 38.65.
 At frame 608.0, person 46.0 is located at coordinates [884.36, 359.53] with a bounding box of width 12.65 and height 32.97.
 At frame 608.0, person 49.0 is located at coordinates [858.60, 357.92] with a bounding box of width 13.52 and height 36.46.
 At frame 608.0, person 50.0 is located at coordinates [822.87, 362.72] with a bounding box of width 12.25 and height 30.96.
 At frame 608.0, person 52.0 is located at coordinates [233.05, 364.07] with a bounding box of width 16.00 and height 40.06.
 At frame 609.0, person 46.0 is located at coordinates [885.22, 359.95] with a bounding box of width 12.98 and height 33.87.
 At frame 609.0, person 49.0 is located at coordinates [859.30, 358.18] with a bounding box of width 13.90 and height 37.45.
 At frame 609.0, person 50.0 is located at coordinates [823.42, 363.38] with a bounding box of width 12.29 and height 31.21.
 At frame 609.0, person 52.0 is located at coordinates [231.13, 365.00] with a bounding box of width 15.88 and height 39.73.
 At frame 610.0, person 46.0 is located at coordinates [885.65, 359.72] with a bounding box of width 13.59 and height 35.37.
 At frame 610.0, person 49.0 is located at coordinates [859.98, 358.48] with a bounding box of width 13.93 and height 37.43.
 At frame 610.0, person 50.0 is located at coordinates [823.82, 363.84] with a bounding box of width 12.66 and height 32.09.
 At frame 610.0, person 52.0 is located at coordinates [224.45, 364.53] with a bounding box of width 16.44 and height 41.23.
 At frame 611.0, person 46.0 is located at coordinates [886.17, 359.83] with a bounding box of width 13.84 and height 35.94.
 At frame 611.0, person 49.0 is located at coordinates [860.52, 358.81] with a bounding box of width 14.08 and height 37.80.
 At frame 611.0, person 50.0 is located at coordinates [824.27, 364.01] with a bounding box of width 12.94 and height 32.80.
 At frame 611.0, person 52.0 is located at coordinates [221.99, 364.15] with a bounding box of width 16.79 and height 42.17.
 At frame 612.0, person 46.0 is located at coordinates [886.64, 359.69] with a bounding box of width 14.07 and height 36.53.
 At frame 612.0, person 49.0 is located at coordinates [860.90, 358.55] with a bounding box of width 14.51 and height 39.10.
 At frame 612.0, person 50.0 is located at coordinates [824.75, 363.88] with a bounding box of width 13.15 and height 33.08.
 At frame 612.0, person 52.0 is located at coordinates [218.62, 363.80] with a bounding box of width 17.08 and height 42.92.
 At frame 613.0, person 46.0 is located at coordinates [887.24, 359.64] with a bounding box of width 14.04 and height 36.37.
 At frame 613.0, person 49.0 is located at coordinates [861.93, 358.27] with a bounding box of width 14.40 and height 38.81.
 At frame 613.0, person 50.0 is located at coordinates [825.01, 363.45] with a bounding box of width 13.04 and height 32.79.
 At frame 613.0, person 52.0 is located at coordinates [216.54, 363.47] with a bounding box of width 16.82 and height 42.42.
 At frame 614.0, person 46.0 is located at coordinates [888.14, 359.24] with a bounding box of width 14.16 and height 36.68.
 At frame 614.0, person 49.0 is located at coordinates [862.68, 358.17] with a bounding box of width 14.35 and height 38.69.
 At frame 614.0, person 50.0 is located at coordinates [826.52, 362.90] with a bounding box of width 13.25 and height 33.06.
 At frame 614.0, person 52.0 is located at coordinates [214.61, 362.95] with a bounding box of width 16.66 and height 42.21.
 At frame 615.0, person 46.0 is located at coordinates [888.90, 358.71] with a bounding box of width 14.08 and height 36.40.
 At frame 615.0, person 49.0 is located at coordinates [863.39, 357.94] with a bounding box of width 14.20 and height 38.24.
 At frame 615.0, person 50.0 is located at coordinates [827.82, 362.69] with a bounding box of width 13.38 and height 33.16.
 At frame 615.0, person 52.0 is located at coordinates [213.60, 362.16] with a bounding box of width 16.55 and height 42.13.
 At frame 616.0, person 46.0 is located at coordinates [889.54, 358.32] with a bounding box of width 14.06 and height 36.28.
 At frame 616.0, person 49.0 is located at coordinates [863.75, 358.06] with a bounding box of width 13.91 and height 37.67.
 At frame 616.0, person 50.0 is located at coordinates [828.32, 362.62] with a bounding box of width 13.36 and height 33.20.
 At frame 616.0, person 52.0 is located at coordinates [212.65, 360.69] with a bounding box of width 16.65 and height 42.49.
 At frame 617.0, person 46.0 is located at coordinates [890.65, 358.37] with a bounding box of width 13.82 and height 35.84.
 At frame 617.0, person 49.0 is located at coordinates [864.60, 357.91] with a bounding box of width 13.87 and height 37.45.
 At frame 617.0, person 50.0 is located at coordinates [828.37, 362.40] with a bounding box of width 13.58 and height 33.60.
 At frame 617.0, person 52.0 is located at coordinates [211.56, 360.73] with a bounding box of width 16.34 and height 41.84.
 At frame 618.0, person 46.0 is located at coordinates [891.84, 358.40] with a bounding box of width 13.69 and height 35.67.
 At frame 618.0, person 49.0 is located at coordinates [865.60, 357.48] with a bounding box of width 14.00 and height 37.76.
 At frame 618.0, person 50.0 is located at coordinates [828.74, 362.33] with a bounding box of width 13.69 and height 33.74.
 At frame 618.0, person 52.0 is located at coordinates [210.02, 359.97] with a bounding box of width 16.68 and height 42.77.
 At frame 619.0, person 46.0 is located at coordinates [892.48, 357.24] with a bounding box of width 13.97 and height 36.38.
 At frame 619.0, person 49.0 is located at coordinates [865.88, 356.93] with a bounding box of width 14.18 and height 38.26.
 At frame 619.0, person 50.0 is located at coordinates [829.23, 362.11] with a bounding box of width 13.76 and height 33.79.
 At frame 619.0, person 52.0 is located at coordinates [209.06, 359.50] with a bounding box of width 16.92 and height 43.11.
 At frame 620.0, person 46.0 is located at coordinates [893.01, 356.24] with a bounding box of width 14.21 and height 37.04.
 At frame 620.0, person 49.0 is located at coordinates [866.74, 356.53] with a bounding box of width 14.24 and height 38.45.
 At frame 620.0, person 50.0 is located at coordinates [829.70, 361.45] with a bounding box of width 13.95 and height 34.20.
 At frame 620.0, person 52.0 is located at coordinates [207.64, 359.14] with a bounding box of width 17.12 and height 43.63.
 At frame 621.0, person 46.0 is located at coordinates [894.09, 356.05] with a bounding box of width 14.04 and height 36.50.
 At frame 621.0, person 49.0 is located at coordinates [867.44, 355.81] with a bounding box of width 14.26 and height 38.52.
 At frame 621.0, person 50.0 is located at coordinates [830.31, 361.20] with a bounding box of width 13.89 and height 33.96.
 At frame 621.0, person 52.0 is located at coordinates [206.91, 360.18] with a bounding box of width 16.53 and height 42.26.
 At frame 622.0, person 46.0 is located at coordinates [894.46, 355.81] with a bounding box of width 13.99 and height 36.29.
 At frame 622.0, person 49.0 is located at coordinates [868.00, 354.76] with a bounding box of width 14.39 and height 38.93.
 At frame 622.0, person 50.0 is located at coordinates [830.51, 360.34] with a bounding box of width 13.89 and height 33.86.
 At frame 622.0, person 52.0 is located at coordinates [205.21, 360.00] with a bounding box of width 16.57 and height 42.52.
 At frame 623.0, person 46.0 is located at coordinates [894.56, 355.73] with a bounding box of width 13.98 and height 36.21.
 At frame 623.0, person 49.0 is located at coordinates [868.40, 353.21] with a bounding box of width 14.78 and height 39.86.
 At frame 623.0, person 50.0 is located at coordinates [830.22, 359.04] with a bounding box of width 13.80 and height 33.82.
 At frame 623.0, person 52.0 is located at coordinates [204.88, 360.14] with a bounding box of width 16.84 and height 43.00.
 At frame 624.0, person 46.0 is located at coordinates [895.21, 354.53] with a bounding box of width 14.25 and height 36.95.
 At frame 624.0, person 49.0 is located at coordinates [868.96, 352.25] with a bounding box of width 14.84 and height 40.20.
 At frame 624.0, person 50.0 is located at coordinates [830.89, 358.17] with a bounding box of width 13.72 and height 33.80.
 At frame 624.0, person 52.0 is located at coordinates [204.63, 359.80] with a bounding box of width 17.51 and height 44.74.
 At frame 625.0, person 46.0 is located at coordinates [895.83, 353.71] with a bounding box of width 14.34 and height 37.23.
 At frame 625.0, person 49.0 is located at coordinates [869.44, 351.70] with a bounding box of width 15.06 and height 40.72.
 At frame 625.0, person 50.0 is located at coordinates [831.47, 357.27] with a bounding box of width 13.79 and height 34.18.
 At frame 625.0, person 52.0 is located at coordinates [206.14, 359.49] with a bounding box of width 14.83 and height 37.70.
 At frame 626.0, person 46.0 is located at coordinates [896.04, 353.02] with a bounding box of width 14.37 and height 37.33.
 At frame 626.0, person 49.0 is located at coordinates [869.65, 351.13] with a bounding box of width 15.03 and height 40.51.
 At frame 626.0, person 50.0 is located at coordinates [831.23, 356.37] with a bounding box of width 13.90 and height 34.71.
 At frame 626.0, person 52.0 is located at coordinates [206.38, 358.55] with a bounding box of width 14.37 and height 36.44.
 At frame 627.0, person 46.0 is located at coordinates [896.81, 352.19] with a bounding box of width 14.49 and height 37.75.
 At frame 627.0, person 49.0 is located at coordinates [870.09, 350.54] with a bounding box of width 15.04 and height 40.43.
 At frame 627.0, person 50.0 is located at coordinates [831.93, 355.65] with a bounding box of width 13.89 and height 34.91.
 At frame 627.0, person 52.0 is located at coordinates [205.16, 356.82] with a bounding box of width 15.22 and height 38.47.
 At frame 628.0, person 46.0 is located at coordinates [897.55, 352.09] with a bounding box of width 14.39 and height 37.52.
 At frame 628.0, person 49.0 is located at coordinates [870.67, 350.92] with a bounding box of width 14.94 and height 40.00.
 At frame 628.0, person 50.0 is located at coordinates [832.60, 355.79] with a bounding box of width 13.83 and height 34.98.
 At frame 629.0, person 46.0 is located at coordinates [898.13, 352.26] with a bounding box of width 14.48 and height 37.81.
 At frame 629.0, person 49.0 is located at coordinates [871.18, 351.09] with a bounding box of width 15.06 and height 40.22.
 At frame 629.0, person 50.0 is located at coordinates [833.19, 355.86] with a bounding box of width 13.88 and height 35.00.
 At frame 630.0, person 46.0 is located at coordinates [898.79, 352.54] with a bounding box of width 14.36 and height 37.53.
 At frame 630.0, person 49.0 is located at coordinates [871.40, 350.78] with a bounding box of width 15.01 and height 40.29.
 At frame 630.0, person 50.0 is located at coordinates [833.71, 355.91] with a bounding box of width 14.04 and height 35.39.
 At frame 631.0, person 46.0 is located at coordinates [899.47, 353.05] with a bounding box of width 14.18 and height 37.02.
 At frame 631.0, person 49.0 is located at coordinates [871.93, 351.07] with a bounding box of width 14.82 and height 39.93.
 At frame 631.0, person 50.0 is located at coordinates [833.89, 356.13] with a bounding box of width 14.11 and height 35.53.
 At frame 632.0, person 46.0 is located at coordinates [900.02, 353.06] with a bounding box of width 14.25 and height 37.22.
 At frame 632.0, person 49.0 is located at coordinates [872.58, 351.39] with a bounding box of width 14.59 and height 39.39.
 At frame 632.0, person 50.0 is located at coordinates [834.00, 356.23] with a bounding box of width 14.01 and height 35.19.
 At frame 633.0, person 46.0 is located at coordinates [900.21, 353.08] with a bounding box of width 14.27 and height 37.29.
 At frame 633.0, person 49.0 is located at coordinates [872.42, 351.72] with a bounding box of width 14.49 and height 39.19.
 At frame 633.0, person 50.0 is located at coordinates [833.62, 356.28] with a bounding box of width 13.98 and height 35.06.
 At frame 634.0, person 46.0 is located at coordinates [900.71, 353.09] with a bounding box of width 14.15 and height 36.93.
 At frame 634.0, person 49.0 is located at coordinates [872.80, 351.85] with a bounding box of width 14.31 and height 38.72.
 At frame 634.0, person 50.0 is located at coordinates [834.04, 356.31] with a bounding box of width 13.61 and height 34.22.
 At frame 635.0, person 46.0 is located at coordinates [900.81, 353.10] with a bounding box of width 14.24 and height 37.18.
 At frame 635.0, person 49.0 is located at coordinates [873.38, 352.50] with a bounding box of width 14.12 and height 38.15.
 At frame 635.0, person 50.0 is located at coordinates [834.13, 356.14] with a bounding box of width 13.58 and height 34.29.
 At frame 636.0, person 46.0 is located at coordinates [900.50, 353.31] with a bounding box of width 14.14 and height 36.88.
 At frame 636.0, person 49.0 is located at coordinates [872.72, 352.55] with a bounding box of width 14.19 and height 38.33.
 At frame 636.0, person 50.0 is located at coordinates [834.23, 356.27] with a bounding box of width 13.40 and height 33.93.
 At frame 637.0, person 46.0 is located at coordinates [900.36, 353.78] with a bounding box of width 14.11 and height 36.77.
 At frame 637.0, person 49.0 is located at coordinates [872.85, 352.76] with a bounding box of width 14.21 and height 38.41.
 At frame 637.0, person 50.0 is located at coordinates [833.74, 356.53] with a bounding box of width 13.59 and height 34.58.
 At frame 638.0, person 46.0 is located at coordinates [901.00, 353.97] with a bounding box of width 14.23 and height 37.12.
