At frame 0.0, person 1.0 is located at coordinates [775.07, 343.72] with a bounding box of width 14.21 and height 33.75.
 At frame 631.0, person 236.0 is located at coordinates [1120.08, 307.28] with a bounding box of width 25.90 and height 66.61.
 At frame 631.0, person 222.0 is located at coordinates [953.04, 313.12] with a bounding box of width 20.00 and height 53.05.
 At frame 631.0, person 254.0 is located at coordinates [837.50, 321.45] with a bounding box of width 10.07 and height 24.84.
 At frame 631.0, person 253.0 is located at coordinates [895.59, 318.68] with a bounding box of width 13.46 and height 32.28.
 At frame 632.0, person 174.0 is located at coordinates [762.87, 321.42] with a bounding box of width 19.42 and height 47.17.
 At frame 632.0, person 223.0 is located at coordinates [975.65, 311.14] with a bounding box of width 33.52 and height 84.90.
 At frame 632.0, person 228.0 is located at coordinates [922.56, 318.03] with a bounding box of width 23.65 and height 55.39.
 At frame 632.0, person 247.0 is located at coordinates [1081.93, 300.89] with a bounding box of width 37.32 and height 92.26.
 At frame 632.0, person 236.0 is located at coordinates [1120.90, 310.65] with a bounding box of width 25.04 and height 64.63.
 At frame 632.0, person 222.0 is located at coordinates [953.27, 316.25] with a bounding box of width 19.37 and height 51.39.
 At frame 632.0, person 254.0 is located at coordinates [837.30, 322.12] with a bounding box of width 10.92 and height 26.85.
 At frame 632.0, person 253.0 is located at coordinates [895.74, 321.26] with a bounding box of width 13.31 and height 32.00.
 At frame 633.0, person 174.0 is located at coordinates [762.69, 320.37] with a bounding box of width 19.93 and height 48.42.
 At frame 633.0, person 223.0 is located at coordinates [974.30, 311.58] with a bounding box of width 33.18 and height 84.34.
 At frame 633.0, person 228.0 is located at coordinates [923.43, 318.21] with a bounding box of width 23.51 and height 55.29.
 At frame 633.0, person 247.0 is located at coordinates [1083.27, 301.01] with a bounding box of width 37.05 and height 92.26.
 At frame 633.0, person 236.0 is located at coordinates [1121.09, 310.37] with a bounding box of width 24.78 and height 64.23.
 At frame 633.0, person 222.0 is located at coordinates [953.81, 317.61] with a bounding box of width 18.88 and height 50.35.
 At frame 633.0, person 254.0 is located at coordinates [837.79, 321.76] with a bounding box of width 10.88 and height 26.78.
 At frame 633.0, person 253.0 is located at coordinates [895.26, 319.80] with a bounding box of width 14.32 and height 34.29.
 At frame 634.0, person 174.0 is located at coordinates [762.71, 321.34] with a bounding box of width 19.17 and height 46.54.
 At frame 634.0, person 223.0 is located at coordinates [973.76, 311.53] with a bounding box of width 33.13 and height 84.53.
 At frame 634.0, person 228.0 is located at coordinates [924.00, 317.86] with a bounding box of width 23.66 and height 55.63.
 At frame 634.0, person 247.0 is located at coordinates [1084.92, 300.85] with a bounding box of width 36.75 and height 92.43.
 At frame 634.0, person 236.0 is located at coordinates [1121.21, 309.07] with a bounding box of width 25.26 and height 65.65.
 At frame 634.0, person 222.0 is located at coordinates [954.38, 318.29] with a bounding box of width 18.65 and height 49.96.
 At frame 634.0, person 254.0 is located at coordinates [837.95, 321.38] with a bounding box of width 10.85 and height 26.73.
 At frame 634.0, person 253.0 is located at coordinates [894.86, 318.87] with a bounding box of width 15.13 and height 36.27.
 At frame 635.0, person 174.0 is located at coordinates [761.31, 320.28] with a bounding box of width 19.31 and height 47.01.
 At frame 635.0, person 223.0 is located at coordinates [971.88, 311.68] with a bounding box of width 32.53 and height 83.43.
 At frame 635.0, person 228.0 is located at coordinates [923.78, 317.51] with a bounding box of width 23.71 and height 55.74.
 At frame 635.0, person 247.0 is located at coordinates [1084.95, 300.10] with a bounding box of width 36.82 and height 92.96.
 At frame 635.0, person 236.0 is located at coordinates [1120.51, 310.52] with a bounding box of width 24.52 and height 63.84.
 At frame 635.0, person 222.0 is located at coordinates [953.68, 315.56] with a bounding box of width 19.52 and height 52.57.
 At frame 635.0, person 254.0 is located at coordinates [836.61, 320.42] with a bounding box of width 11.20 and height 27.51.
 At frame 635.0, person 253.0 is located at coordinates [894.01, 318.11] with a bounding box of width 15.30 and height 36.66.
 At frame 636.0, person 174.0 is located at coordinates [760.49, 319.49] with a bounding box of width 19.20 and height 46.79.
 At frame 636.0, person 223.0 is located at coordinates [970.29, 311.11] with a bounding box of width 32.49 and height 83.80.
 At frame 636.0, person 228.0 is located at coordinates [923.33, 316.97] with a bounding box of width 23.61 and height 55.78.
 At frame 636.0, person 247.0 is located at coordinates [1085.05, 299.52] with a bounding box of width 37.25 and height 94.21.
 At frame 636.0, person 236.0 is located at coordinates [1119.65, 312.05] with a bounding box of width 23.70 and height 61.95.
 At frame 636.0, person 222.0 is located at coordinates [953.32, 313.96] with a bounding box of width 20.01 and height 53.91.
 At frame 636.0, person 254.0 is located at coordinates [836.67, 320.05] with a bounding box of width 10.99 and height 27.01.
 At frame 636.0, person 253.0 is located at coordinates [893.55, 317.97] with a bounding box of width 14.84 and height 35.64.
 At frame 637.0, person 174.0 is located at coordinates [759.27, 319.56] with a bounding box of width 19.42 and height 47.51.
 At frame 637.0, person 223.0 is located at coordinates [967.26, 310.30] with a bounding box of width 32.65 and height 85.12.
 At frame 637.0, person 228.0 is located at coordinates [922.44, 317.53] with a bounding box of width 23.37 and height 55.39.
 At frame 637.0, person 247.0 is located at coordinates [1084.30, 301.62] with a bounding box of width 36.50 and height 93.12.
 At frame 637.0, person 236.0 is located at coordinates [1117.52, 312.60] with a bounding box of width 23.74 and height 62.43.
 At frame 637.0, person 222.0 is located at coordinates [952.53, 317.57] with a bounding box of width 19.10 and height 51.34.
 At frame 637.0, person 254.0 is located at coordinates [835.84, 320.49] with a bounding box of width 10.99 and height 26.80.
 At frame 637.0, person 253.0 is located at coordinates [892.19, 318.87] with a bounding box of width 15.45 and height 37.19.
 At frame 638.0, person 174.0 is located at coordinates [758.58, 319.78] with a bounding box of width 19.99 and height 48.95.
 At frame 638.0, person 223.0 is located at coordinates [965.35, 311.15] with a bounding box of width 32.74 and height 85.23.
 At frame 638.0, person 228.0 is located at coordinates [921.91, 319.10] with a bounding box of width 22.81 and height 54.06.
 At frame 638.0, person 247.0 is located at coordinates [1084.04, 302.91] with a bounding box of width 35.94 and height 92.38.
 At frame 638.0, person 236.0 is located at coordinates [1115.32, 311.81] with a bounding box of width 24.20 and height 64.18.
 At frame 638.0, person 222.0 is located at coordinates [953.89, 321.95] with a bounding box of width 16.89 and height 45.15.
 At frame 638.0, person 254.0 is located at coordinates [835.36, 321.04] with a bounding box of width 11.31 and height 27.51.
 At frame 638.0, person 253.0 is located at coordinates [891.46, 320.16] with a bounding box of width 15.38 and height 36.99.
 At frame 639.0, person 174.0 is located at coordinates [758.98, 322.36] with a bounding box of width 19.68 and height 48.34.
 At frame 639.0, person 223.0 is located at coordinates [964.44, 312.24] with a bounding box of width 32.42 and height 84.49.
 At frame 639.0, person 228.0 is located at coordinates [922.34, 320.86] with a bounding box of width 22.85 and height 53.95.
 At frame 639.0, person 247.0 is located at coordinates [1084.59, 303.98] with a bounding box of width 35.84 and height 92.86.
 At frame 639.0, person 236.0 is located at coordinates [1114.29, 314.22] with a bounding box of width 24.00 and height 64.06.
 At frame 639.0, person 222.0 is located at coordinates [952.83, 322.96] with a bounding box of width 18.30 and height 48.59.
 At frame 639.0, person 254.0 is located at coordinates [836.08, 323.18] with a bounding box of width 11.18 and height 27.00.
 At frame 639.0, person 253.0 is located at coordinates [891.70, 321.61] with a bounding box of width 15.08 and height 36.12.
 At frame 640.0, person 174.0 is located at coordinates [759.37, 324.33] with a bounding box of width 19.91 and height 48.88.
 At frame 640.0, person 223.0 is located at coordinates [964.73, 315.98] with a bounding box of width 32.67 and height 85.39.
 At frame 640.0, person 228.0 is located at coordinates [923.38, 324.84] with a bounding box of width 22.66 and height 53.51.
 At frame 640.0, person 247.0 is located at coordinates [1086.25, 307.29] with a bounding box of width 35.91 and height 93.82.
 At frame 640.0, person 236.0 is located at coordinates [1113.81, 316.50] with a bounding box of width 24.84 and height 66.75.
 At frame 640.0, person 222.0 is located at coordinates [955.04, 324.85] with a bounding box of width 19.08 and height 50.47.
 At frame 640.0, person 254.0 is located at coordinates [837.24, 327.74] with a bounding box of width 11.73 and height 28.36.
 At frame 640.0, person 253.0 is located at coordinates [892.77, 325.09] with a bounding box of width 14.59 and height 34.99.
 At frame 641.0, person 174.0 is located at coordinates [760.95, 330.31] with a bounding box of width 18.69 and height 45.96.
 At frame 641.0, person 223.0 is located at coordinates [965.39, 322.04] with a bounding box of width 31.70 and height 82.60.
 At frame 641.0, person 228.0 is located at coordinates [924.93, 329.25] with a bounding box of width 22.59 and height 53.35.
 At frame 641.0, person 247.0 is located at coordinates [1088.48, 312.22] with a bounding box of width 35.74 and height 93.39.
 At frame 641.0, person 236.0 is located at coordinates [1114.58, 319.64] with a bounding box of width 24.80 and height 66.60.
 At frame 641.0, person 222.0 is located at coordinates [957.65, 327.48] with a bounding box of width 18.93 and height 50.05.
 At frame 641.0, person 254.0 is located at coordinates [838.75, 331.32] with a bounding box of width 12.06 and height 29.25.
 At frame 641.0, person 253.0 is located at coordinates [893.64, 329.53] with a bounding box of width 15.08 and height 36.14.
 At frame 642.0, person 174.0 is located at coordinates [762.25, 335.98] with a bounding box of width 18.48 and height 45.63.
 At frame 642.0, person 223.0 is located at coordinates [966.19, 328.28] with a bounding box of width 31.11 and height 80.74.
 At frame 642.0, person 228.0 is located at coordinates [926.54, 334.40] with a bounding box of width 22.81 and height 53.68.
 At frame 642.0, person 247.0 is located at coordinates [1089.54, 315.25] with a bounding box of width 36.67 and height 95.94.
 At frame 642.0, person 236.0 is located at coordinates [1114.69, 322.78] with a bounding box of width 25.16 and height 67.69.
 At frame 642.0, person 222.0 is located at coordinates [958.80, 335.31] with a bounding box of width 17.75 and height 46.74.
 At frame 642.0, person 254.0 is located at coordinates [840.25, 336.71] with a bounding box of width 11.11 and height 26.90.
 At frame 642.0, person 253.0 is located at coordinates [894.59, 334.61] with a bounding box of width 15.54 and height 37.34.
 At frame 643.0, person 174.0 is located at coordinates [762.87, 342.13] with a bounding box of width 18.09 and height 44.73.
 At frame 643.0, person 223.0 is located at coordinates [965.88, 335.10] with a bounding box of width 30.57 and height 78.87.
 At frame 643.0, person 228.0 is located at coordinates [927.49, 339.41] with a bounding box of width 22.94 and height 53.81.
 At frame 643.0, person 247.0 is located at coordinates [1091.36, 324.84] with a bounding box of width 34.88 and height 91.10.
 At frame 643.0, person 236.0 is located at coordinates [1115.17, 329.73] with a bounding box of width 24.41 and height 65.77.
 At frame 643.0, person 222.0 is located at coordinates [959.91, 338.43] with a bounding box of width 20.67 and height 54.32.
 At frame 643.0, person 254.0 is located at coordinates [841.28, 341.58] with a bounding box of width 11.40 and height 27.53.
 At frame 643.0, person 253.0 is located at coordinates [895.03, 339.98] with a bounding box of width 15.56 and height 37.40.
 At frame 644.0, person 174.0 is located at coordinates [762.78, 347.32] with a bounding box of width 17.81 and height 44.01.
 At frame 644.0, person 223.0 is located at coordinates [964.42, 340.32] with a bounding box of width 30.71 and height 78.59.
 At frame 644.0, person 228.0 is located at coordinates [928.65, 344.36] with a bounding box of width 22.88 and height 53.46.
 At frame 644.0, person 247.0 is located at coordinates [1092.85, 328.32] with a bounding box of width 35.59 and height 92.74.
 At frame 644.0, person 236.0 is located at coordinates [1115.50, 334.13] with a bounding box of width 24.60 and height 66.58.
 At frame 644.0, person 222.0 is located at coordinates [959.92, 342.91] with a bounding box of width 20.99 and height 55.40.
 At frame 644.0, person 254.0 is located at coordinates [841.88, 345.82] with a bounding box of width 11.80 and height 28.54.
 At frame 644.0, person 253.0 is located at coordinates [895.41, 344.90] with a bounding box of width 15.14 and height 36.25.
 At frame 645.0, person 174.0 is located at coordinates [761.94, 352.32] with a bounding box of width 17.71 and height 43.75.
 At frame 645.0, person 223.0 is located at coordinates [963.05, 345.50] with a bounding box of width 30.89 and height 78.12.
 At frame 645.0, person 228.0 is located at coordinates [928.98, 348.89] with a bounding box of width 23.03 and height 53.33.
 At frame 645.0, person 247.0 is located at coordinates [1094.23, 332.65] with a bounding box of width 35.66 and height 92.94.
 At frame 645.0, person 236.0 is located at coordinates [1112.55, 339.40] with a bounding box of width 26.92 and height 73.09.
 At frame 645.0, person 222.0 is located at coordinates [959.69, 347.70] with a bounding box of width 20.68 and height 54.67.
 At frame 645.0, person 254.0 is located at coordinates [841.78, 350.82] with a bounding box of width 11.81 and height 28.53.
 At frame 645.0, person 253.0 is located at coordinates [895.12, 349.25] with a bounding box of width 15.03 and height 36.19.
 At frame 646.0, person 174.0 is located at coordinates [761.02, 355.26] with a bounding box of width 18.09 and height 44.86.
 At frame 646.0, person 223.0 is located at coordinates [961.54, 347.52] with a bounding box of width 31.42 and height 78.75.
 At frame 646.0, person 228.0 is located at coordinates [928.53, 351.08] with a bounding box of width 23.36 and height 54.07.
 At frame 646.0, person 247.0 is located at coordinates [1095.69, 336.16] with a bounding box of width 36.02 and height 93.40.
 At frame 646.0, person 236.0 is located at coordinates [1112.01, 343.22] with a bounding box of width 26.68 and height 72.88.
 At frame 646.0, person 254.0 is located at coordinates [841.13, 353.84] with a bounding box of width 12.19 and height 29.30.
 At frame 646.0, person 253.0 is located at coordinates [893.93, 352.54] with a bounding box of width 14.81 and height 35.78.
 At frame 647.0, person 174.0 is located at coordinates [760.18, 358.01] with a bounding box of width 17.68 and height 44.11.
 At frame 647.0, person 223.0 is located at coordinates [959.68, 348.35] with a bounding box of width 31.91 and height 79.40.
 At frame 647.0, person 228.0 is located at coordinates [928.43, 352.99] with a bounding box of width 23.32 and height 53.57.
 At frame 647.0, person 247.0 is located at coordinates [1096.52, 337.58] with a bounding box of width 36.28 and height 93.96.
 At frame 647.0, person 236.0 is located at coordinates [1113.34, 345.99] with a bounding box of width 23.49 and height 64.26.
 At frame 647.0, person 254.0 is located at coordinates [840.39, 355.87] with a bounding box of width 12.52 and height 29.96.
 At frame 647.0, person 253.0 is located at coordinates [892.72, 354.07] with a bounding box of width 14.67 and height 35.22.
 At frame 648.0, person 174.0 is located at coordinates [759.51, 358.72] with a bounding box of width 17.45 and height 43.43.
 At frame 648.0, person 223.0 is located at coordinates [958.56, 348.56] with a bounding box of width 32.20 and height 79.27.
 At frame 648.0, person 228.0 is located at coordinates [928.63, 353.40] with a bounding box of width 23.54 and height 53.77.
 At frame 648.0, person 247.0 is located at coordinates [1098.29, 337.24] with a bounding box of width 37.24 and height 95.72.
 At frame 648.0, person 236.0 is located at coordinates [1117.03, 347.68] with a bounding box of width 19.16 and height 52.22.
 At frame 648.0, person 254.0 is located at coordinates [840.60, 357.13] with a bounding box of width 12.41 and height 29.83.
 At frame 648.0, person 253.0 is located at coordinates [892.63, 354.54] with a bounding box of width 14.66 and height 35.02.
 At frame 649.0, person 174.0 is located at coordinates [759.19, 358.47] with a bounding box of width 16.74 and height 41.61.
 At frame 649.0, person 223.0 is located at coordinates [957.35, 346.76] with a bounding box of width 33.18 and height 81.19.
 At frame 649.0, person 228.0 is located at coordinates [928.58, 352.68] with a bounding box of width 23.84 and height 54.24.
 At frame 649.0, person 247.0 is located at coordinates [1100.53, 336.83] with a bounding box of width 37.48 and height 95.22.
 At frame 649.0, person 254.0 is located at coordinates [840.48, 355.77] with a bounding box of width 12.73 and height 30.54.
 At frame 649.0, person 253.0 is located at coordinates [892.37, 353.43] with a bounding box of width 15.13 and height 36.12.
 At frame 649.0, person 258.0 is located at coordinates [820.28, 355.20] with a bounding box of width 13.54 and height 37.78.
 At frame 650.0, person 174.0 is located at coordinates [759.20, 355.84] with a bounding box of width 17.04 and height 42.55.
 At frame 650.0, person 223.0 is located at coordinates [957.38, 345.05] with a bounding box of width 33.41 and height 81.53.
 At frame 650.0, person 228.0 is located at coordinates [930.31, 350.38] with a bounding box of width 24.30 and height 55.19.
 At frame 650.0, person 247.0 is located at coordinates [1103.56, 335.99] with a bounding box of width 37.76 and height 94.22.
 At frame 650.0, person 254.0 is located at coordinates [841.38, 353.26] with a bounding box of width 13.27 and height 31.96.
 At frame 650.0, person 253.0 is located at coordinates [892.21, 351.61] with a bounding box of width 15.44 and height 36.92.
 At frame 650.0, person 258.0 is located at coordinates [821.86, 354.55] with a bounding box of width 12.43 and height 34.62.
 At frame 651.0, person 174.0 is located at coordinates [759.16, 353.09] with a bounding box of width 17.24 and height 43.28.
 At frame 651.0, person 223.0 is located at coordinates [957.26, 342.95] with a bounding box of width 33.04 and height 80.87.
 At frame 651.0, person 228.0 is located at coordinates [930.81, 347.90] with a bounding box of width 24.75 and height 55.94.
 At frame 651.0, person 247.0 is located at coordinates [1106.11, 334.22] with a bounding box of width 38.08 and height 93.44.
 At frame 651.0, person 254.0 is located at coordinates [841.98, 351.30] with a bounding box of width 12.92 and height 31.35.
 At frame 651.0, person 253.0 is located at coordinates [892.60, 349.49] with a bounding box of width 15.43 and height 37.22.
 At frame 651.0, person 258.0 is located at coordinates [821.25, 350.96] with a bounding box of width 13.31 and height 37.03.
 At frame 652.0, person 174.0 is located at coordinates [759.71, 350.63] with a bounding box of width 17.01 and height 42.79.
 At frame 652.0, person 223.0 is located at coordinates [957.49, 343.26] with a bounding box of width 31.64 and height 77.49.
 At frame 652.0, person 228.0 is located at coordinates [931.78, 345.54] with a bounding box of width 24.87 and height 56.22.
 At frame 652.0, person 247.0 is located at coordinates [1107.55, 332.32] with a bounding box of width 38.66 and height 93.54.
 At frame 652.0, person 254.0 is located at coordinates [843.22, 349.46] with a bounding box of width 12.32 and height 29.92.
 At frame 652.0, person 253.0 is located at coordinates [892.74, 347.26] with a bounding box of width 15.47 and height 37.33.
 At frame 652.0, person 258.0 is located at coordinates [822.17, 348.45] with a bounding box of width 13.13 and height 36.40.
 At frame 653.0, person 174.0 is located at coordinates [759.88, 348.06] with a bounding box of width 17.01 and height 42.61.
 At frame 653.0, person 223.0 is located at coordinates [956.73, 341.93] with a bounding box of width 31.27 and height 77.01.
 At frame 653.0, person 228.0 is located at coordinates [932.91, 342.65] with a bounding box of width 24.91 and height 56.32.
 At frame 653.0, person 247.0 is located at coordinates [1108.32, 329.80] with a bounding box of width 39.05 and height 93.57.
 At frame 653.0, person 254.0 is located at coordinates [844.41, 347.91] with a bounding box of width 11.41 and height 27.78.
 At frame 653.0, person 253.0 is located at coordinates [893.18, 344.81] with a bounding box of width 15.48 and height 37.37.
 At frame 653.0, person 258.0 is located at coordinates [822.81, 345.98] with a bounding box of width 13.24 and height 36.60.
 At frame 654.0, person 174.0 is located at coordinates [759.99, 346.48] with a bounding box of width 16.93 and height 42.16.
 At frame 654.0, person 223.0 is located at coordinates [956.13, 340.03] with a bounding box of width 31.05 and height 76.84.
 At frame 654.0, person 228.0 is located at coordinates [933.38, 340.94] with a bounding box of width 24.78 and height 55.95.
 At frame 654.0, person 247.0 is located at coordinates [1108.82, 328.04] with a bounding box of width 39.42 and height 93.97.
 At frame 654.0, person 254.0 is located at coordinates [844.50, 345.67] with a bounding box of width 11.73 and height 28.58.
 At frame 654.0, person 253.0 is located at coordinates [893.48, 343.07] with a bounding box of width 15.23 and height 36.99.
 At frame 654.0, person 258.0 is located at coordinates [822.43, 343.98] with a bounding box of width 13.60 and height 37.51.
 At frame 655.0, person 174.0 is located at coordinates [759.48, 344.89] with a bounding box of width 17.22 and height 42.79.
 At frame 655.0, person 223.0 is located at coordinates [955.20, 339.10] with a bounding box of width 30.84 and height 76.01.
 At frame 655.0, person 228.0 is located at coordinates [933.53, 339.69] with a bounding box of width 24.74 and height 55.81.
 At frame 655.0, person 247.0 is located at coordinates [1109.14, 325.98] with a bounding box of width 39.95 and height 94.90.
 At frame 655.0, person 254.0 is located at coordinates [844.39, 344.68] with a bounding box of width 12.12 and height 29.65.
 At frame 655.0, person 253.0 is located at coordinates [893.30, 342.00] with a bounding box of width 14.94 and height 36.44.
 At frame 655.0, person 258.0 is located at coordinates [822.68, 342.95] with a bounding box of width 13.74 and height 37.83.
 At frame 656.0, person 174.0 is located at coordinates [759.02, 344.30] with a bounding box of width 17.10 and height 42.64.
 At frame 656.0, person 223.0 is located at coordinates [953.65, 337.74] with a bounding box of width 30.86 and height 76.11.
 At frame 656.0, person 228.0 is located at coordinates [933.22, 339.61] with a bounding box of width 24.61 and height 55.75.
 At frame 656.0, person 247.0 is located at coordinates [1109.75, 325.78] with a bounding box of width 39.83 and height 94.47.
 At frame 656.0, person 254.0 is located at coordinates [844.15, 343.72] with a bounding box of width 12.62 and height 30.82.
 At frame 656.0, person 253.0 is located at coordinates [891.99, 341.00] with a bounding box of width 15.74 and height 38.59.
 At frame 656.0, person 258.0 is located at coordinates [822.34, 343.07] with a bounding box of width 13.81 and height 37.94.
 At frame 657.0, person 174.0 is located at coordinates [758.40, 343.68] with a bounding box of width 17.17 and height 42.98.
 At frame 657.0, person 223.0 is located at coordinates [952.84, 337.62] with a bounding box of width 30.62 and height 75.77.
 At frame 657.0, person 228.0 is located at coordinates [932.71, 339.77] with a bounding box of width 24.52 and height 55.72.
 At frame 657.0, person 247.0 is located at coordinates [1109.85, 325.90] with a bounding box of width 39.92 and height 94.30.
 At frame 657.0, person 254.0 is located at coordinates [844.05, 343.73] with a bounding box of width 12.82 and height 31.27.
 At frame 657.0, person 253.0 is located at coordinates [891.67, 341.01] with a bounding box of width 15.72 and height 38.62.
 At frame 657.0, person 258.0 is located at coordinates [822.19, 343.20] with a bounding box of width 13.85 and height 37.97.
 At frame 658.0, person 174.0 is located at coordinates [757.41, 343.46] with a bounding box of width 17.15 and height 43.11.
 At frame 658.0, person 223.0 is located at coordinates [951.15, 337.18] with a bounding box of width 31.00 and height 76.84.
 At frame 658.0, person 228.0 is located at coordinates [932.45, 340.23] with a bounding box of width 24.58 and height 56.10.
 At frame 658.0, person 247.0 is located at coordinates [1110.45, 327.12] with a bounding box of width 39.51 and height 93.05.
 At frame 658.0, person 254.0 is located at coordinates [843.92, 343.93] with a bounding box of width 13.03 and height 31.82.
 At frame 658.0, person 253.0 is located at coordinates [891.17, 341.99] with a bounding box of width 14.91 and height 36.67.
 At frame 658.0, person 258.0 is located at coordinates [821.55, 343.11] with a bounding box of width 14.23 and height 38.77.
 At frame 659.0, person 174.0 is located at coordinates [757.79, 345.72] with a bounding box of width 16.45 and height 41.21.
 At frame 659.0, person 223.0 is located at coordinates [950.48, 337.99] with a bounding box of width 30.48 and height 76.07.
 At frame 659.0, person 228.0 is located at coordinates [932.76, 341.18] with a bounding box of width 24.55 and height 56.24.
 At frame 659.0, person 247.0 is located at coordinates [1111.69, 327.97] with a bounding box of width 39.58 and height 93.37.
 At frame 659.0, person 254.0 is located at coordinates [844.07, 344.96] with a bounding box of width 12.71 and height 30.87.
 At frame 659.0, person 253.0 is located at coordinates [891.20, 342.37] with a bounding box of width 14.96 and height 36.70.
 At frame 659.0, person 258.0 is located at coordinates [821.46, 344.50] with a bounding box of width 14.07 and height 38.27.
 At frame 659.0, person 260.0 is located at coordinates [876.20, 342.77] with a bounding box of width 15.62 and height 38.49.
 At frame 660.0, person 174.0 is located at coordinates [758.13, 347.99] with a bounding box of width 15.82 and height 39.69.
 At frame 660.0, person 223.0 is located at coordinates [949.20, 338.49] with a bounding box of width 30.86 and height 77.76.
 At frame 660.0, person 228.0 is located at coordinates [932.96, 342.51] with a bounding box of width 24.34 and height 55.90.
 At frame 660.0, person 247.0 is located at coordinates [1113.36, 329.26] with a bounding box of width 39.46 and height 93.48.
 At frame 660.0, person 254.0 is located at coordinates [844.16, 346.15] with a bounding box of width 12.49 and height 30.48.
 At frame 660.0, person 253.0 is located at coordinates [891.33, 343.49] with a bounding box of width 14.76 and height 36.32.
 At frame 660.0, person 258.0 is located at coordinates [821.81, 345.48] with a bounding box of width 14.02 and height 38.07.
 At frame 660.0, person 260.0 is located at coordinates [876.01, 343.75] with a bounding box of width 16.00 and height 39.42.
 At frame 661.0, person 174.0 is located at coordinates [758.67, 348.62] with a bounding box of width 16.39 and height 41.14.
 At frame 661.0, person 223.0 is located at coordinates [948.77, 340.62] with a bounding box of width 30.18 and height 76.45.
 At frame 661.0, person 228.0 is located at coordinates [933.09, 343.60] with a bounding box of width 24.12 and height 55.76.
 At frame 661.0, person 247.0 is located at coordinates [1114.87, 329.35] with a bounding box of width 39.90 and height 95.10.
 At frame 661.0, person 254.0 is located at coordinates [844.13, 346.39] with a bounding box of width 12.52 and height 30.72.
 At frame 661.0, person 253.0 is located at coordinates [891.21, 345.09] with a bounding box of width 14.24 and height 34.99.
 At frame 661.0, person 258.0 is located at coordinates [821.75, 346.07] with a bounding box of width 14.36 and height 38.78.
 At frame 661.0, person 260.0 is located at coordinates [875.94, 344.52] with a bounding box of width 16.14 and height 39.71.
 At frame 661.0, person 261.0 is located at coordinates [1105.42, 335.66] with a bounding box of width 21.64 and height 65.49.
 At frame 662.0, person 174.0 is located at coordinates [759.07, 349.62] with a bounding box of width 16.18 and height 40.50.
 At frame 662.0, person 223.0 is located at coordinates [948.62, 343.00] with a bounding box of width 29.20 and height 74.37.
 At frame 662.0, person 228.0 is located at coordinates [934.09, 344.58] with a bounding box of width 23.69 and height 55.32.
 At frame 662.0, person 247.0 is located at coordinates [1116.57, 330.53] with a bounding box of width 39.28 and height 94.53.
 At frame 662.0, person 254.0 is located at coordinates [845.43, 347.25] with a bounding box of width 12.21 and height 30.03.
 At frame 662.0, person 253.0 is located at coordinates [891.10, 346.88] with a bounding box of width 13.39 and height 32.90.
 At frame 662.0, person 258.0 is located at coordinates [824.18, 347.88] with a bounding box of width 12.72 and height 34.36.
 At frame 662.0, person 260.0 is located at coordinates [876.12, 344.95] with a bounding box of width 15.80 and height 38.89.
 At frame 662.0, person 261.0 is located at coordinates [1105.52, 335.94] with a bounding box of width 21.25 and height 64.31.
 At frame 663.0, person 174.0 is located at coordinates [759.28, 349.98] with a bounding box of width 16.00 and height 39.87.
 At frame 663.0, person 223.0 is located at coordinates [948.71, 344.67] with a bounding box of width 28.61 and height 73.21.
 At frame 663.0, person 228.0 is located at coordinates [934.46, 345.14] with a bounding box of width 23.51 and height 55.15.
 At frame 663.0, person 247.0 is located at coordinates [1118.45, 331.37] with a bounding box of width 38.82 and height 93.92.
 At frame 663.0, person 254.0 is located at coordinates [846.13, 348.36] with a bounding box of width 12.47 and height 30.55.
 At frame 663.0, person 253.0 is located at coordinates [890.80, 346.91] with a bounding box of width 13.62 and height 33.35.
 At frame 663.0, person 258.0 is located at coordinates [824.40, 348.63] with a bounding box of width 12.70 and height 34.24.
 At frame 663.0, person 260.0 is located at coordinates [875.83, 344.84] with a bounding box of width 15.50 and height 38.17.
 At frame 663.0, person 261.0 is located at coordinates [1105.63, 336.73] with a bounding box of width 20.98 and height 63.44.
 At frame 664.0, person 174.0 is located at coordinates [759.34, 350.29] with a bounding box of width 15.97 and height 39.64.
 At frame 664.0, person 223.0 is located at coordinates [948.41, 345.06] with a bounding box of width 28.33 and height 72.79.
 At frame 664.0, person 228.0 is located at coordinates [934.22, 344.94] with a bounding box of width 23.39 and height 55.09.
 At frame 664.0, person 247.0 is located at coordinates [1119.15, 330.29] with a bounding box of width 39.34 and height 95.64.
 At frame 664.0, person 254.0 is located at coordinates [846.82, 348.75] with a bounding box of width 12.46 and height 30.35.
 At frame 664.0, person 253.0 is located at coordinates [890.94, 346.52] with a bounding box of width 14.01 and height 34.31.
 At frame 664.0, person 258.0 is located at coordinates [824.99, 349.09] with a bounding box of width 12.46 and height 33.40.
 At frame 664.0, person 260.0 is located at coordinates [875.73, 344.57] with a bounding box of width 15.40 and height 37.92.
 At frame 664.0, person 261.0 is located at coordinates [1105.49, 336.28] with a bounding box of width 21.24 and height 64.11.
 At frame 665.0, person 174.0 is located at coordinates [759.21, 350.79] with a bounding box of width 15.48 and height 38.38.
 At frame 665.0, person 223.0 is located at coordinates [947.17, 344.99] with a bounding box of width 28.17 and height 72.66.
 At frame 665.0, person 228.0 is located at coordinates [934.46, 344.65] with a bounding box of width 23.44 and height 55.45.
