At frame 0, person 1 is located at coordinates [775.66, 222.93] with a bounding box of width 40.26 and height 108.65.
 At frame 277, person 18 is located at coordinates [390.90, 262.94] with a bounding box of width 45.52 and height 121.42.
 At frame 277, person 36 is located at coordinates [866.90, 261.66] with a bounding box of width 29.25 and height 71.30.
 At frame 277, person 61 is located at coordinates [764.49, 272.47] with a bounding box of width 15.52 and height 43.17.
 At frame 277, person 62 is located at coordinates [721.73, 267.66] with a bounding box of width 16.86 and height 45.05.
 At frame 277, person 67 is located at coordinates [944.51, 285.54] with a bounding box of width 25.60 and height 49.30.
 At frame 277, person 40 is located at coordinates [815.53, 267.97] with a bounding box of width 20.84 and height 56.59.
 At frame 277, person 70 is located at coordinates [905.69, 309.57] with a bounding box of width 23.72 and height 53.51.
 At frame 277, person 72 is located at coordinates [1024.58, 284.71] with a bounding box of width 28.51 and height 66.82.
 At frame 277, person 74 is located at coordinates [354.80, 277.90] with a bounding box of width 38.03 and height 109.97.
 At frame 277, person 75 is located at coordinates [751.40, 270.65] with a bounding box of width 15.98 and height 43.12.
 At frame 277, person 77 is located at coordinates [242.19, 269.78] with a bounding box of width 41.55 and height 112.46.
 At frame 278, person 12 is located at coordinates [107.25, 265.23] with a bounding box of width 42.77 and height 97.99.
 At frame 278, person 9 is located at coordinates [295.03, 271.59] with a bounding box of width 39.98 and height 95.07.
 At frame 278, person 13 is located at coordinates [137.98, 251.52] with a bounding box of width 46.10 and height 112.02.
 At frame 278, person 41 is located at coordinates [853.53, 283.03] with a bounding box of width 39.53 and height 96.06.
 At frame 278, person 45 is located at coordinates [529.34, 272.00] with a bounding box of width 16.20 and height 41.35.
 At frame 278, person 43 is located at coordinates [324.05, 267.94] with a bounding box of width 50.93 and height 129.65.
 At frame 278, person 44 is located at coordinates [737.69, 272.66] with a bounding box of width 15.74 and height 41.36.
 At frame 278, person 32 is located at coordinates [792.77, 267.21] with a bounding box of width 19.16 and height 49.46.
 At frame 278, person 57 is located at coordinates [219.92, 273.92] with a bounding box of width 42.21 and height 114.41.
 At frame 278, person 18 is located at coordinates [386.96, 263.84] with a bounding box of width 46.18 and height 123.76.
 At frame 278, person 36 is located at coordinates [869.03, 261.89] with a bounding box of width 29.26 and height 71.20.
 At frame 278, person 61 is located at coordinates [765.71, 272.09] with a bounding box of width 15.88 and height 44.35.
 

=====================================================

At frame 278, person 62 is located at coordinates [722.70, 268.97] with a bounding box of width 16.84 and height 45.05.
 At frame 278, person 67 is located at coordinates [945.75, 285.61] with a bounding box of width 26.32 and height 50.06.
 At frame 278, person 40 is located at coordinates [816.19, 268.93] with a bounding box of width 20.96 and height 56.81.
 At frame 278, person 70 is located at coordinates [906.69, 305.75] with a bounding box of width 26.11 and height 58.68.
 At frame 278, person 72 is located at coordinates [1027.64, 285.91] with a bounding box of width 29.23 and height 67.68.
 At frame 278, person 74 is located at coordinates [352.62, 278.57] with a bounding box of width 37.99 and height 109.97.
 At frame 278, person 75 is located at coordinates [752.72, 271.26] with a bounding box of width 16.51 and height 44.60.
 At frame 278, person 77 is located at coordinates [237.54, 269.82] with a bounding box of width 42.91 and height 116.19.
 At frame 279, person 12 is located at coordinates [100.75, 265.89] with a bounding box of width 42.36 and height 97.94.
 At frame 279, person 9 is located at coordinates [292.85, 271.73] with a bounding box of width 39.54 and height 94.42.
 At frame 279, person 13 is located at coordinates [134.02, 250.84] with a bounding box of width 46.03 and height 113.00.
 At frame 279, person 41 is located at coordinates [856.03, 282.67] with a bounding box of width 40.02 and height 96.59.
 At frame 279, person 45 is located at coordinates [529.20, 272.25] with a bounding box of width 16.26 and height 41.43.
 At frame 279, person 43 is located at coordinates [318.90, 266.57] with a bounding box of width 51.97 and height 132.83.
 At frame 279, person 44 is located at coordinates [738.67, 272.43] with a bounding box of width 15.82 and height 41.69.
 At frame 279, person 32 is located at coordinates [794.59, 267.47] with a bounding box of width 18.73 and height 48.56.
 At frame 279, person 57 is located at coordinates [214.36, 273.56] with a bounding box of width 42.53 and height 116.14.
 At frame 279, person 18 is located at coordinates [384.05, 264.35] with a bounding box of width 46.35 and height 123.85.
 At frame 279, person 36 is located at coordinates [870.74, 261.15] with a bounding box of width 29.03 and height 70.76.
 At frame 279, person 61 is located at coordinates [766.67, 271.92] with a bounding box of width 15.80 and height 44.22.
 At frame 279, person 62 is located at coordinates [723.67, 269.22] with a bounding box of width 16.45 and height 44.27.
 At frame 279, person 67 is located at coordinates [947.67, 286.19] with a bounding box of width 26.71 and height 50.73.
 At frame 279, person 40 is located at coordinates [816.75, 268.66] with a bounding box of width 21.19 and height 57.08.
 At frame 279, person 70 is located at coordinates [909.37, 305.80] with a bounding box of width 26.13 and height 58.73.
 At frame 279, person 72 is located at coordinates [1032.12, 284.64] with a bounding box of width 29.67 and height 68.48.
 At frame 279, person 74 is located at coordinates [350.21, 277.75] with a bounding box of width 38.22 and height 110.73.
 At frame 279, person 75 is located at coordinates [753.50, 271.44] with a bounding box of width 16.83 and height 45.53.
 At frame 279, person 77 is located at coordinates [233.22, 269.78] with a bounding box of width 43.48 and height 117.82.
 At frame 280, person 12 is located at coordinates [95.67, 267.26] with a bounding box of width 41.85 and height 97.52.
 At frame 280, person 9 is located at coordinates [289.39, 270.23] with a bounding box of width 40.58 and height 98.12.
 At frame 280, person 13 is located at coordinates [129.12, 248.16] with a bounding box of width 46.99 and height 116.68.
 At frame 280, person 41 is located at coordinates [858.42, 281.90] with a bounding box of width 40.37 and height 97.16.
 At frame 280, person 45 is located at coordinates [528.98, 270.22] with a bounding box of width 16.67 and height 42.55.
 At frame 280, person 43 is located at coordinates [315.59, 265.91] with a bounding box of width 51.42 and height 132.58.
 At frame 280, person 44 is located at coordinates [739.99, 271.82] with a bounding box of width 15.54 and height 40.93.
 At frame 280, person 32 is located at coordinates [795.75, 265.66] with a bounding box of width 19.19 and height 49.87.
 At frame 280, person 57 is located at coordinates [209.24, 273.38] with a bounding box of width 42.59 and height 117.16.
 At frame 280, person 18 is located at coordinates [381.17, 263.83] with a bounding box of width 46.30 and height 122.95.
 At frame 280, person 36 is located at coordinates [872.20, 259.75] with a bounding box of width 30.40 and height 74.21.
 At frame 280, person 61 is located at coordinates [767.89, 271.61] with a bounding box of width 15.62 and height 43.76.
 At frame 280, person 62 is located at coordinates [724.60, 268.39] with a bounding box of width 16.77 and height 45.25.
 At frame 280, person 67 is located at coordinates [949.88, 285.21] with a bounding box of width 26.93 and height 50.58.
 At frame 280, person 40 is located at coordinates [817.71, 268.32] with a bounding box of width 21.35 and height 57.17.
 At frame 280, person 70 is located at coordinates [912.99, 307.67] with a bounding box of width 25.54 and height 57.18.
 At frame 280, person 72 is located at coordinates [1035.54, 284.87] with a bounding box of width 30.10 and height 68.77.
 At frame 280, person 74 is located at coordinates [347.55, 277.38] with a bounding box of width 38.47 and height 110.98.
 At frame 280, person 75 is located at coordinates [754.59, 270.58] with a bounding box of width 16.90 and height 45.77.
 At frame 280, person 77 is located at coordinates [229.26, 268.08] with a bounding box of width 43.70 and height 118.73.
 At frame 281, person 12 is located at coordinates [90.49, 265.29] with a bounding box of width 42.34 and height 99.21.
 At frame 281, person 9 is located at coordinates [285.73, 268.70] with a bounding box of width 43.52 and height 106.85.
 

=====================================================

At frame 281, person 13 is located at coordinates [124.07, 246.56] with a bounding box of width 47.26 and height 118.42.
 At frame 281, person 41 is located at coordinates [859.89, 279.44] with a bounding box of width 41.61 and height 99.68.
 At frame 281, person 45 is located at coordinates [528.80, 267.67] with a bounding box of width 17.06 and height 43.75.
 At frame 281, person 43 is located at coordinates [309.66, 266.20] with a bounding box of width 51.11 and height 132.42.
 At frame 281, person 44 is located at coordinates [740.45, 270.28] with a bounding box of width 15.52 and height 40.93.
 At frame 281, person 32 is located at coordinates [796.50, 263.90] with a bounding box of width 19.47 and height 50.45.
 At frame 281, person 57 is located at coordinates [204.03, 271.14] with a bounding box of width 43.28 and height 119.84.
 At frame 281, person 18 is located at coordinates [378.60, 262.52] with a bounding box of width 44.42 and height 117.61.
 At frame 281, person 36 is located at coordinates [874.39, 258.16] with a bounding box of width 29.90 and height 73.28.
 At frame 281, person 61 is located at coordinates [768.64, 269.22] with a bounding box of width 15.76 and height 44.26.
 At frame 281, person 62 is located at coordinates [724.92, 266.69] with a bounding box of width 16.93 and height 45.80.
 At frame 281, person 67 is located at coordinates [952.54, 283.14] with a bounding box of width 27.18 and height 50.81.
 At frame 281, person 40 is located at coordinates [818.74, 267.08] with a bounding box of width 21.63 and height 57.69.
 At frame 281, person 70 is located at coordinates [915.96, 307.14] with a bounding box of width 25.92 and height 57.75.
 At frame 281, person 72 is located at coordinates [1037.83, 282.95] with a bounding box of width 30.41 and height 68.87.
 At frame 281, person 74 is located at coordinates [343.79, 276.20] with a bounding box of width 38.78 and height 111.83.
 At frame 281, person 75 is located at coordinates [755.02, 269.53] with a bounding box of width 16.81 and height 45.55.
 At frame 281, person 77 is located at coordinates [224.90, 266.92] with a bounding box of width 43.87 and height 119.49.
 At frame 281, person 78 is located at coordinates [851.90, 263.96] with a bounding box of width 25.39 and height 68.39.
 At frame 282, person 12 is located at coordinates [84.50, 263.16] with a bounding box of width 42.04 and height 99.25.
 At frame 282, person 9 is located at coordinates [282.67, 265.97] with a bounding box of width 43.20 and height 106.97.
 At frame 282, person 13 is located at coordinates [122.77, 253.21] with a bounding box of width 43.66 and height 109.47.
 At frame 282, person 41 is located at coordinates [862.27, 277.33] with a bounding box of width 42.19 and height 101.00.
 At frame 282, person 45 is located at coordinates [529.03, 264.93] with a bounding box of width 17.03 and height 43.63.
 At frame 282, person 43 is located at coordinates [305.10, 262.79] with a bounding box of width 51.61 and height 134.24.
 At frame 282, person 44 is located at coordinates [740.75, 266.26] with a bounding box of width 16.05 and height 42.58.
 At frame 282, person 32 is located at coordinates [797.66, 260.88] with a bounding box of width 20.12 and height 52.21.
 At frame 282, person 57 is located at coordinates [198.16, 268.05] with a bounding box of width 43.89 and height 121.70.
 At frame 282, person 18 is located at coordinates [375.23, 260.40] with a bounding box of width 44.81 and height 118.27.
 At frame 282, person 36 is located at coordinates [874.94, 255.56] with a bounding box of width 30.22 and height 74.25.
 At frame 282, person 61 is located at coordinates [769.95, 267.14] with a bounding box of width 16.07 and height 45.02.
 At frame 282, person 62 is located at coordinates [725.24, 264.07] with a bounding box of width 17.39 and height 46.98.
 At frame 282, person 67 is located at coordinates [954.26, 279.52] with a bounding box of width 28.10 and height 52.53.
 At frame 282, person 40 is located at coordinates [819.87, 264.74] with a bounding box of width 21.81 and height 57.98.
 At frame 282, person 70 is located at coordinates [919.01, 302.23] with a bounding box of width 27.51 and height 60.69.
 At frame 282, person 72 is located at coordinates [1040.35, 280.12] with a bounding box of width 32.46 and height 71.90.
 At frame 282, person 74 is located at coordinates [340.12, 273.46] with a bounding box of width 39.70 and height 113.59.
 At frame 282, person 75 is located at coordinates [755.62, 266.04] with a bounding box of width 17.40 and height 47.14.
 At frame 282, person 77 is located at coordinates [219.74, 263.58] with a bounding box of width 45.14 and height 122.81.
 At frame 282, person 78 is located at coordinates [852.37, 260.72] with a bounding box of width 27.03 and height 72.87.
 At frame 283, person 12 is located at coordinates [78.51, 260.35] with a bounding box of width 42.19 and height 100.22.
 At frame 283, person 9 is located at coordinates [280.60, 263.21] with a bounding box of width 43.93 and height 109.62.
 At frame 283, person 13 is located at coordinates [118.40, 247.92] with a bounding box of width 44.94 and height 112.74.
 At frame 283, person 41 is located at coordinates [864.63, 275.43] with a bounding box of width 42.53 and height 101.76.
 At frame 283, person 45 is located at coordinates [528.60, 261.80] with a bounding box of width 17.31 and height 44.26.
 At frame 283, person 43 is located at coordinates [303.24, 260.42] with a bounding box of width 51.90 and height 135.96.
 At frame 283, person 44 is located at coordinates [740.91, 263.78] with a bounding box of width 16.13 and height 43.00.
 At frame 283, person 32 is located at coordinates [799.27, 258.28] with a bounding box of width 20.32 and height 52.78.
 At frame 283, person 57 is located at coordinates [191.74, 264.90] with a bounding box of width 44.52 and height 124.50.
 At frame 283, person 18 is located at coordinates [369.89, 257.75] with a bounding box of width 46.70 and height 123.49.
 

=====================================================

At frame 283, person 36 is located at coordinates [874.68, 252.83] with a bounding box of width 33.55 and height 82.36.
 At frame 283, person 61 is located at coordinates [771.16, 264.30] with a bounding box of width 16.30 and height 45.59.
 At frame 283, person 62 is located at coordinates [726.00, 261.42] with a bounding box of width 17.06 and height 46.17.
 At frame 283, person 67 is located at coordinates [955.75, 277.57] with a bounding box of width 29.00 and height 53.18.
 At frame 283, person 40 is located at coordinates [820.82, 262.46] with a bounding box of width 21.61 and height 57.50.
 At frame 283, person 70 is located at coordinates [922.10, 284.11] with a bounding box of width 32.54 and height 71.73.
 At frame 283, person 72 is located at coordinates [1043.72, 275.59] with a bounding box of width 34.38 and height 74.18.
 At frame 283, person 74 is located at coordinates [335.65, 270.45] with a bounding box of width 40.96 and height 117.54.
 At frame 283, person 75 is located at coordinates [756.56, 264.26] with a bounding box of width 16.93 and height 45.87.
 At frame 283, person 77 is located at coordinates [215.51, 259.99] with a bounding box of width 46.18 and height 125.56.
 At frame 283, person 78 is located at coordinates [853.41, 258.41] with a bounding box of width 27.58 and height 74.48.
 At frame 284, person 12 is located at coordinates [74.04, 256.46] with a bounding box of width 43.24 and height 102.61.
 At frame 284, person 9 is located at coordinates [278.20, 261.09] with a bounding box of width 41.99 and height 105.57.
 At frame 284, person 13 is located at coordinates [115.68, 252.22] with a bounding box of width 42.77 and height 106.75.
 At frame 284, person 41 is located at coordinates [866.22, 272.67] with a bounding box of width 43.49 and height 104.05.
 At frame 284, person 45 is located at coordinates [528.92, 260.13] with a bounding box of width 16.89 and height 42.85.
 At frame 284, person 43 is located at coordinates [297.97, 258.54] with a bounding box of width 52.26 and height 136.96.
 At frame 284, person 44 is located at coordinates [741.37, 261.95] with a bounding box of width 16.14 and height 43.25.
 At frame 284, person 32 is located at coordinates [800.68, 256.49] with a bounding box of width 20.31 and height 52.79.
 At frame 284, person 57 is located at coordinates [185.89, 263.20] with a bounding box of width 44.53 and height 125.24.
 At frame 284, person 18 is located at coordinates [365.46, 255.31] with a bounding box of width 46.64 and height 123.60.
 At frame 284, person 36 is located at coordinates [876.71, 251.25] with a bounding box of width 32.02 and height 78.27.
 At frame 284, person 61 is located at coordinates [772.29, 262.63] with a bounding box of width 16.57 and height 46.38.
 At frame 284, person 62 is located at coordinates [726.96, 260.19] with a bounding box of width 16.36 and height 44.47.
 At frame 284, person 67 is located at coordinates [960.09, 275.26] with a bounding box of width 29.40 and height 54.37.
 At frame 284, person 40 is located at coordinates [821.66, 260.41] with a bounding box of width 21.33 and height 56.72.
 At frame 284, person 70 is located at coordinates [925.13, 295.21] with a bounding box of width 28.57 and height 62.53.
 At frame 284, person 72 is located at coordinates [1046.33, 276.49] with a bounding box of width 33.07 and height 70.83.
 At frame 284, person 74 is located at coordinates [331.79, 267.47] with a bounding box of width 40.91 and height 116.99.
 At frame 284, person 75 is located at coordinates [757.25, 263.19] with a bounding box of width 16.80 and height 45.55.
 At frame 284, person 77 is located at coordinates [211.13, 258.06] with a bounding box of width 46.17 and height 125.37.
 At frame 284, person 78 is located at coordinates [855.93, 257.96] with a bounding box of width 25.08 and height 67.90.
 At frame 285, person 12 is located at coordinates [71.29, 253.43] with a bounding box of width 42.39 and height 99.64.
 At frame 285, person 9 is located at coordinates [274.94, 259.37] with a bounding box of width 40.22 and height 101.98.
 At frame 285, person 13 is located at coordinates [111.23, 249.05] with a bounding box of width 42.78 and height 106.22.
 At frame 285, person 41 is located at coordinates [868.77, 268.53] with a bounding box of width 44.47 and height 107.59.
 At frame 285, person 45 is located at coordinates [528.49, 258.12] with a bounding box of width 16.67 and height 42.30.
 At frame 285, person 43 is located at coordinates [292.72, 255.40] with a bounding box of width 53.22 and height 139.71.
 At frame 285, person 44 is located at coordinates [741.59, 260.10] with a bounding box of width 16.04 and height 43.14.
 At frame 285, person 32 is located at coordinates [802.23, 255.13] with a bounding box of width 19.78 and height 51.90.
 At frame 285, person 57 is located at coordinates [180.53, 260.62] with a bounding box of width 44.56 and height 125.10.
 At frame 285, person 18 is located at coordinates [361.31, 252.23] with a bounding box of width 48.26 and height 127.48.
 At frame 285, person 36 is located at coordinates [875.36, 250.32] with a bounding box of width 33.28 and height 81.85.
 At frame 285, person 61 is located at coordinates [773.07, 261.71] with a bounding box of width 15.94 and height 44.26.
 At frame 285, person 62 is located at coordinates [726.46, 258.44] with a bounding box of width 16.24 and height 44.02.
 At frame 285, person 67 is located at coordinates [959.06, 273.24] with a bounding box of width 30.23 and height 54.62.
 At frame 285, person 40 is located at coordinates [822.14, 258.26] with a bounding box of width 20.87 and height 55.63.
 At frame 285, person 70 is located at coordinates [928.05, 301.29] with a bounding box of width 26.22 and height 56.48.
 At frame 285, person 72 is located at coordinates [1034.86, 269.56] with a bounding box of width 36.71 and height 74.77.
 At frame 285, person 74 is located at coordinates [329.30, 265.33] with a bounding box of width 40.41 and height 114.77.
 

=====================================================

At frame 285, person 75 is located at coordinates [757.31, 261.83] with a bounding box of width 16.30 and height 44.04.
 At frame 285, person 77 is located at coordinates [205.85, 255.41] with a bounding box of width 46.45 and height 126.39.
 At frame 285, person 78 is located at coordinates [856.23, 257.31] with a bounding box of width 26.10 and height 71.01.
 At frame 286, person 12 is located at coordinates [66.51, 250.10] with a bounding box of width 42.12 and height 99.63.
 At frame 286, person 9 is located at coordinates [270.77, 255.51] with a bounding box of width 41.14 and height 104.73.
 At frame 286, person 13 is located at coordinates [106.82, 242.48] with a bounding box of width 43.74 and height 109.07.
 At frame 286, person 41 is located at coordinates [872.35, 268.77] with a bounding box of width 43.36 and height 105.19.
 At frame 286, person 45 is located at coordinates [528.61, 255.41] with a bounding box of width 16.46 and height 41.70.
 At frame 286, person 43 is located at coordinates [288.12, 252.68] with a bounding box of width 52.97 and height 139.56.
 At frame 286, person 44 is located at coordinates [741.14, 256.59] with a bounding box of width 16.28 and height 44.06.
 At frame 286, person 32 is located at coordinates [803.80, 253.46] with a bounding box of width 19.11 and height 50.76.
 At frame 286, person 57 is located at coordinates [173.55, 256.72] with a bounding box of width 44.92 and height 126.93.
 At frame 286, person 18 is located at coordinates [355.62, 248.18] with a bounding box of width 49.61 and height 130.47.
 At frame 286, person 36 is located at coordinates [874.61, 245.88] with a bounding box of width 35.77 and height 88.97.
 At frame 286, person 61 is located at coordinates [773.93, 258.81] with a bounding box of width 16.10 and height 44.60.
 At frame 286, person 62 is located at coordinates [726.95, 255.64] with a bounding box of width 16.41 and height 44.44.
 At frame 286, person 67 is located at coordinates [958.14, 271.70] with a bounding box of width 31.44 and height 54.89.
 At frame 286, person 40 is located at coordinates [822.84, 254.80] with a bounding box of width 21.21 and height 56.90.
 At frame 286, person 70 is located at coordinates [931.29, 303.09] with a bounding box of width 24.84 and height 53.06.
 At frame 286, person 72 is located at coordinates [1032.69, 265.71] with a bounding box of width 38.59 and height 75.81.
 At frame 286, person 74 is located at coordinates [324.53, 262.37] with a bounding box of width 41.06 and height 116.24.
 At frame 286, person 75 is located at coordinates [757.46, 258.25] with a bounding box of width 16.59 and height 44.87.
 At frame 286, person 77 is located at coordinates [199.93, 251.03] with a bounding box of width 47.67 and height 129.35.
 At frame 286, person 78 is located at coordinates [857.57, 253.40] with a bounding box of width 25.54 and height 69.91.
 At frame 287, person 12 is located at coordinates [60.15, 241.55] with a bounding box of width 45.60 and height 107.92.
 At frame 287, person 9 is located at coordinates [266.18, 250.72] with a bounding box of width 45.18 and height 115.61.
 At frame 287, person 13 is located at coordinates [101.11, 235.39] with a bounding box of width 45.85 and height 114.79.
 At frame 287, person 41 is located at coordinates [875.00, 265.30] with a bounding box of width 44.16 and height 107.59.
 At frame 287, person 45 is located at coordinates [527.91, 251.27] with a bounding box of width 17.12 and height 43.46.
 At frame 287, person 43 is located at coordinates [284.71, 249.32] with a bounding box of width 53.15 and height 140.60.
 At frame 287, person 44 is located at coordinates [741.47, 254.51] with a bounding box of width 16.12 and height 43.82.
 At frame 287, person 32 is located at coordinates [805.45, 251.17] with a bounding box of width 19.03 and height 50.91.
 At frame 287, person 57 is located at coordinates [166.86, 252.85] with a bounding box of width 45.35 and height 128.07.
 At frame 287, person 18 is located at coordinates [349.11, 245.59] with a bounding box of width 50.93 and height 133.02.
 At frame 287, person 36 is located at coordinates [874.91, 241.84] with a bounding box of width 39.99 and height 99.63.
 At frame 287, person 61 is located at coordinates [774.25, 256.97] with a bounding box of width 16.13 and height 44.52.
 At frame 287, person 62 is located at coordinates [727.37, 252.57] with a bounding box of width 16.78 and height 45.58.
 At frame 287, person 67 is located at coordinates [957.56, 269.68] with a bounding box of width 33.02 and height 55.46.
 At frame 287, person 40 is located at coordinates [823.51, 251.98] with a bounding box of width 21.26 and height 57.37.
 At frame 287, person 70 is located at coordinates [934.20, 300.97] with a bounding box of width 25.51 and height 54.20.
 At frame 287, person 72 is located at coordinates [1033.76, 264.61] with a bounding box of width 39.97 and height 75.22.
 At frame 287, person 74 is located at coordinates [319.46, 259.73] with a bounding box of width 41.85 and height 118.32.
 At frame 287, person 75 is located at coordinates [757.39, 255.60] with a bounding box of width 16.91 and height 45.56.
 At frame 287, person 77 is located at coordinates [194.48, 248.44] with a bounding box of width 48.02 and height 130.04.
 At frame 287, person 78 is located at coordinates [859.26, 251.22] with a bounding box of width 26.95 and height 74.23.
 At frame 288, person 12 is located at coordinates [53.03, 239.55] with a bounding box of width 45.06 and height 107.76.
 At frame 288, person 9 is located at coordinates [264.09, 249.11] with a bounding box of width 45.88 and height 116.93.
 At frame 288, person 13 is located at coordinates [96.43, 232.82] with a bounding box of width 46.30 and height 116.46.
 At frame 288, person 41 is located at coordinates [877.80, 260.93] with a bounding box of width 45.35 and height 110.39.
 At frame 288, person 45 is located at coordinates [528.12, 247.93] with a bounding box of width 17.21 and height 43.72.
 

=====================================================

At frame 288, person 43 is located at coordinates [276.48, 246.03] with a bounding box of width 54.40 and height 143.18.
 At frame 288, person 44 is located at coordinates [742.46, 252.19] with a bounding box of width 15.90 and height 43.32.
 At frame 288, person 32 is located at coordinates [806.74, 247.41] with a bounding box of width 19.17 and height 51.35.
 At frame 288, person 57 is located at coordinates [160.82, 249.75] with a bounding box of width 45.89 and height 129.53.
 At frame 288, person 18 is located at coordinates [344.59, 243.46] with a bounding box of width 50.70 and height 132.42.
 At frame 288, person 36 is located at coordinates [878.31, 239.43] with a bounding box of width 37.28 and height 92.37.
 At frame 288, person 61 is located at coordinates [775.60, 253.47] with a bounding box of width 16.76 and height 46.05.
 At frame 288, person 62 is located at coordinates [728.07, 249.88] with a bounding box of width 16.60 and height 45.04.
 At frame 288, person 67 is located at coordinates [957.95, 263.71] with a bounding box of width 36.93 and height 60.30.
 At frame 288, person 40 is located at coordinates [824.19, 248.11] with a bounding box of width 21.96 and height 59.20.
 At frame 288, person 72 is located at coordinates [1035.35, 259.66] with a bounding box of width 42.69 and height 78.93.
 At frame 288, person 74 is located at coordinates [316.60, 256.91] with a bounding box of width 42.29 and height 118.60.
 At frame 288, person 75 is located at coordinates [758.46, 252.97] with a bounding box of width 17.14 and height 46.01.
 At frame 288, person 77 is located at coordinates [189.33, 244.12] with a bounding box of width 49.35 and height 133.05.
 At frame 288, person 78 is located at coordinates [860.62, 246.34] with a bounding box of width 27.46 and height 75.94.
 At frame 289, person 12 is located at coordinates [47.17, 236.03] with a bounding box of width 45.43 and height 109.27.
 At frame 289, person 9 is located at coordinates [261.33, 247.74] with a bounding box of width 40.58 and height 103.44.
 At frame 289, person 13 is located at coordinates [92.66, 228.98] with a bounding box of width 46.73 and height 118.23.
 At frame 289, person 41 is located at coordinates [881.30, 258.71] with a bounding box of width 45.44 and height 110.66.
 At frame 289, person 45 is located at coordinates [529.06, 245.91] with a bounding box of width 16.73 and height 42.45.
 At frame 289, person 43 is located at coordinates [272.10, 244.05] with a bounding box of width 54.64 and height 143.74.
 At frame 289, person 44 is located at coordinates [744.10, 247.43] with a bounding box of width 16.40 and height 44.69.
 At frame 289, person 32 is located at coordinates [809.86, 243.59] with a bounding box of width 19.33 and height 51.90.
 At frame 289, person 57 is located at coordinates [155.32, 246.67] with a bounding box of width 46.67 and height 131.20.
 At frame 289, person 18 is located at coordinates [335.49, 239.49] with a bounding box of width 54.39 and height 138.81.
 At frame 289, person 36 is located at coordinates [880.04, 237.23] with a bounding box of width 34.65 and height 85.42.
 At frame 289, person 61 is located at coordinates [777.07, 250.35] with a bounding box of width 16.56 and height 45.46.
 At frame 289, person 62 is located at coordinates [729.68, 245.95] with a bounding box of width 16.96 and height 46.20.
 At frame 289, person 67 is located at coordinates [964.51, 261.67] with a bounding box of width 36.07 and height 58.17.
 At frame 289, person 40 is located at coordinates [826.29, 243.98] with a bounding box of width 22.36 and height 60.66.
 At frame 289, person 72 is located at coordinates [1040.35, 259.07] with a bounding box of width 43.23 and height 76.60.
 At frame 289, person 74 is located at coordinates [311.62, 253.83] with a bounding box of width 42.71 and height 118.38.
 At frame 289, person 75 is located at coordinates [760.90, 248.90] with a bounding box of width 17.02 and height 45.79.
 At frame 289, person 77 is located at coordinates [184.72, 240.79] with a bounding box of width 50.23 and height 134.53.
 At frame 289, person 78 is located at coordinates [862.14, 243.38] with a bounding box of width 27.11 and height 75.38.
 At frame 289, person 70 is located at coordinates [941.77, 292.27] with a bounding box of width 28.02 and height 59.02.
 At frame 290, person 12 is located at coordinates [44.57, 230.41] with a bounding box of width 47.04 and height 112.99.
 At frame 290, person 9 is located at coordinates [256.89, 244.67] with a bounding box of width 40.13 and height 103.17.
 At frame 290, person 13 is located at coordinates [87.74, 225.16] with a bounding box of width 47.28 and height 120.51.
 At frame 290, person 41 is located at coordinates [885.33, 255.67] with a bounding box of width 46.13 and height 112.35.
 At frame 290, person 45 is located at coordinates [529.43, 243.03] with a bounding box of width 16.94 and height 42.95.
 At frame 290, person 43 is located at coordinates [266.94, 243.52] with a bounding box of width 54.16 and height 143.51.
 At frame 290, person 44 is located at coordinates [745.27, 246.08] with a bounding box of width 16.22 and height 44.04.
 At frame 290, person 32 is located at coordinates [813.65, 241.11] with a bounding box of width 19.54 and height 52.69.
 At frame 290, person 57 is located at coordinates [148.95, 243.99] with a bounding box of width 47.38 and height 132.96.
 At frame 290, person 18 is located at coordinates [329.37, 236.31] with a bounding box of width 55.99 and height 141.94.
 At frame 290, person 36 is located at coordinates [881.37, 233.57] with a bounding box of width 36.95 and height 90.16.
 At frame 290, person 61 is located at coordinates [779.20, 246.26] with a bounding box of width 17.21 and height 47.17.
 At frame 290, person 62 is located at coordinates [731.63, 242.78] with a bounding box of width 16.70 and height 45.47.
 At frame 290, person 67 is located at coordinates [969.23, 258.88] with a bounding box of width 36.15 and height 57.52.
 

=====================================================

At frame 290, person 40 is located at coordinates [828.66, 241.38] with a bounding box of width 22.45 and height 61.21.
 At frame 290, person 72 is located at coordinates [1045.43, 254.81] with a bounding box of width 44.12 and height 77.37.
 At frame 290, person 74 is located at coordinates [307.31, 249.19] with a bounding box of width 44.44 and height 122.55.
 At frame 290, person 75 is located at coordinates [762.35, 246.14] with a bounding box of width 17.43 and height 46.87.
 At frame 290, person 77 is located at coordinates [179.55, 238.91] with a bounding box of width 50.72 and height 135.13.
 At frame 290, person 78 is located at coordinates [865.85, 241.67] with a bounding box of width 25.33 and height 70.86.
 At frame 290, person 82 is located at coordinates [56.86, 232.52] with a bounding box of width 43.79 and height 109.42.
 At frame 290, person 70 is located at coordinates [945.98, 290.23] with a bounding box of width 28.45 and height 59.64.
 At frame 291, person 12 is located at coordinates [41.52, 228.89] with a bounding box of width 48.28 and height 114.77.
 At frame 291, person 9 is located at coordinates [253.37, 241.95] with a bounding box of width 44.58 and height 116.10.
