At frame 0.0, person 1.0 is located at coordinates [831.32, 311.15] with a bounding box of width 76.97 and height 151.58.
 At frame 898.0, person 71.0 is located at coordinates [803.64, 314.00] with a bounding box of width 18.50 and height 49.31.
 At frame 898.0, person 73.0 is located at coordinates [402.27, 338.61] with a bounding box of width 8.56 and height 20.12.
 At frame 898.0, person 75.0 is located at coordinates [417.81, 337.86] with a bounding box of width 8.47 and height 18.54.
 At frame 899.0, person 65.0 is located at coordinates [783.01, 314.41] with a bounding box of width 19.66 and height 50.49.
 At frame 899.0, person 71.0 is located at coordinates [805.98, 313.40] with a bounding box of width 18.60 and height 49.81.
 At frame 899.0, person 73.0 is located at coordinates [401.24, 338.36] with a bounding box of width 8.74 and height 20.51.
 At frame 899.0, person 75.0 is located at coordinates [417.34, 338.04] with a bounding box of width 8.43 and height 18.46.
 At frame 900.0, person 65.0 is located at coordinates [784.76, 313.72] with a bounding box of width 20.02 and height 51.40.
 At frame 900.0, person 71.0 is located at coordinates [808.59, 313.96] with a bounding box of width 18.22 and height 48.82.
 At frame 900.0, person 73.0 is located at coordinates [400.14, 338.86] with a bounding box of width 8.81 and height 20.66.
 At frame 900.0, person 75.0 is located at coordinates [416.94, 338.52] with a bounding box of width 8.20 and height 18.03.
 At frame 901.0, person 65.0 is located at coordinates [787.00, 313.87] with a bounding box of width 20.03 and height 51.34.
 At frame 901.0, person 71.0 is located at coordinates [810.53, 313.24] with a bounding box of width 18.43 and height 49.58.
 At frame 901.0, person 73.0 is located at coordinates [399.11, 339.06] with a bounding box of width 9.03 and height 21.11.
 At frame 901.0, person 75.0 is located at coordinates [415.59, 338.13] with a bounding box of width 8.30 and height 18.26.
 At frame 902.0, person 65.0 is located at coordinates [789.43, 314.34] with a bounding box of width 19.91 and height 50.91.
 At frame 902.0, person 71.0 is located at coordinates [812.73, 313.38] with a bounding box of width 18.57 and height 49.85.
 At frame 902.0, person 73.0 is located at coordinates [398.29, 339.53] with a bounding box of width 8.94 and height 20.89.
 At frame 902.0, person 75.0 is located at coordinates [414.81, 338.38] with a bounding box of width 8.18 and height 17.96.
 At frame 903.0, person 65.0 is located at coordinates [791.79, 315.14] with a bounding box of width 20.00 and height 51.10.
 At frame 903.0, person 71.0 is located at coordinates [816.10, 313.84] with a bounding box of width 18.89 and height 50.71.
 At frame 903.0, person 73.0 is located at coordinates [396.03, 340.11] with a bounding box of width 9.05 and height 21.19.
 At frame 903.0, person 75.0 is located at coordinates [413.58, 339.68] with a bounding box of width 7.78 and height 17.05.
 At frame 904.0, person 65.0 is located at coordinates [794.83, 316.24] with a bounding box of width 20.30 and height 51.93.
 At frame 904.0, person 71.0 is located at coordinates [819.65, 315.00] with a bounding box of width 19.00 and height 51.03.
 At frame 904.0, person 73.0 is located at coordinates [394.50, 341.69] with a bounding box of width 8.99 and height 20.91.
 At frame 904.0, person 75.0 is located at coordinates [412.31, 340.99] with a bounding box of width 7.79 and height 17.10.
 At frame 905.0, person 65.0 is located at coordinates [797.68, 315.90] with a bounding box of width 20.79 and height 53.39.
 At frame 905.0, person 71.0 is located at coordinates [822.18, 316.63] with a bounding box of width 18.91 and height 50.35.
 At frame 905.0, person 73.0 is located at coordinates [393.84, 342.30] with a bounding box of width 9.28 and height 21.59.
 At frame 905.0, person 75.0 is located at coordinates [412.68, 342.05] with a bounding box of width 7.79 and height 17.13.
 At frame 906.0, person 65.0 is located at coordinates [800.23, 316.35] with a bounding box of width 21.03 and height 53.93.
 At frame 906.0, person 71.0 is located at coordinates [824.85, 316.69] with a bounding box of width 19.21 and height 51.24.
 At frame 906.0, person 73.0 is located at coordinates [393.12, 342.90] with a bounding box of width 9.25 and height 21.45.
 At frame 906.0, person 75.0 is located at coordinates [411.81, 342.24] with a bounding box of width 7.94 and height 17.53.
 At frame 907.0, person 65.0 is located at coordinates [803.39, 316.74] with a bounding box of width 21.26 and height 54.50.
 At frame 907.0, person 71.0 is located at coordinates [828.64, 317.48] with a bounding box of width 19.05 and height 50.79.
 At frame 907.0, person 73.0 is located at coordinates [392.91, 343.33] with a bounding box of width 9.25 and height 21.39.
 At frame 907.0, person 75.0 is located at coordinates [412.27, 342.90] with a bounding box of width 7.67 and height 16.90.
 At frame 908.0, person 65.0 is located at coordinates [806.72, 316.12] with a bounding box of width 21.60 and height 55.47.
 At frame 908.0, person 71.0 is located at coordinates [831.92, 316.62] with a bounding box of width 19.83 and height 52.55.
 At frame 908.0, person 73.0 is located at coordinates [391.56, 342.31] with a bounding box of width 9.56 and height 22.15.
 At frame 908.0, person 75.0 is located at coordinates [410.27, 341.35] with a bounding box of width 8.47 and height 18.65.
 At frame 909.0, person 65.0 is located at coordinates [810.39, 315.31] with a bounding box of width 22.20 and height 56.97.
 At frame 909.0, person 71.0 is located at coordinates [836.01, 315.54] with a bounding box of width 20.45 and height 54.35.
 At frame 909.0, person 73.0 is located at coordinates [390.52, 342.30] with a bounding box of width 9.66 and height 22.43.
 At frame 909.0, person 75.0 is located at coordinates [409.36, 340.61] with a bounding box of width 8.75 and height 19.27.
 At frame 910.0, person 65.0 is located at coordinates [813.64, 314.44] with a bounding box of width 22.43 and height 57.53.
 At frame 910.0, person 71.0 is located at coordinates [839.14, 313.40] with a bounding box of width 21.24 and height 56.18.
 At frame 910.0, person 73.0 is located at coordinates [388.92, 341.33] with a bounding box of width 9.88 and height 22.92.
 At frame 910.0, person 75.0 is located at coordinates [408.84, 340.31] with a bounding box of width 8.51 and height 18.75.
 At frame 911.0, person 65.0 is located at coordinates [816.36, 313.91] with a bounding box of width 22.51 and height 57.72.
 At frame 911.0, person 71.0 is located at coordinates [841.77, 312.38] with a bounding box of width 21.61 and height 57.25.
 At frame 911.0, person 73.0 is located at coordinates [388.04, 340.76] with a bounding box of width 9.43 and height 21.94.
 At frame 911.0, person 75.0 is located at coordinates [408.61, 340.19] with a bounding box of width 8.20 and height 18.14.
 At frame 912.0, person 65.0 is located at coordinates [819.57, 313.15] with a bounding box of width 22.67 and height 58.15.
 At frame 912.0, person 71.0 is located at coordinates [845.98, 311.43] with a bounding box of width 22.08 and height 58.41.
 At frame 912.0, person 73.0 is located at coordinates [386.32, 340.54] with a bounding box of width 9.38 and height 21.94.
 At frame 912.0, person 75.0 is located at coordinates [407.20, 339.56] with a bounding box of width 8.42 and height 18.69.
 At frame 913.0, person 65.0 is located at coordinates [823.36, 311.13] with a bounding box of width 23.60 and height 60.61.
 At frame 913.0, person 71.0 is located at coordinates [849.88, 309.35] with a bounding box of width 22.89 and height 60.74.
 At frame 913.0, person 73.0 is located at coordinates [385.35, 339.88] with a bounding box of width 9.33 and height 21.94.
 At frame 913.0, person 75.0 is located at coordinates [406.40, 339.14] with a bounding box of width 8.34 and height 18.51.
 At frame 914.0, person 65.0 is located at coordinates [826.79, 311.51] with a bounding box of width 23.67 and height 60.77.
 At frame 914.0, person 71.0 is located at coordinates [853.11, 308.94] with a bounding box of width 23.39 and height 62.00.
 At frame 914.0, person 73.0 is located at coordinates [384.53, 339.82] with a bounding box of width 9.15 and height 21.55.
 At frame 914.0, person 75.0 is located at coordinates [405.84, 338.78] with a bounding box of width 8.51 and height 18.82.
 At frame 915.0, person 65.0 is located at coordinates [830.01, 311.88] with a bounding box of width 24.32 and height 62.33.
 At frame 915.0, person 71.0 is located at coordinates [856.50, 308.81] with a bounding box of width 23.71 and height 62.84.
 At frame 915.0, person 73.0 is located at coordinates [383.20, 340.01] with a bounding box of width 9.27 and height 21.79.
 At frame 915.0, person 75.0 is located at coordinates [405.18, 338.66] with a bounding box of width 8.75 and height 19.32.
 At frame 916.0, person 65.0 is located at coordinates [833.40, 312.23] with a bounding box of width 24.70 and height 62.91.
 At frame 916.0, person 71.0 is located at coordinates [861.16, 309.73] with a bounding box of width 23.81 and height 62.75.
 At frame 916.0, person 73.0 is located at coordinates [381.79, 340.47] with a bounding box of width 9.26 and height 21.88.
 At frame 916.0, person 75.0 is located at coordinates [404.66, 339.96] with a bounding box of width 8.27 and height 18.36.
 At frame 917.0, person 65.0 is located at coordinates [837.58, 312.57] with a bounding box of width 25.05 and height 63.87.
 At frame 917.0, person 71.0 is located at coordinates [865.66, 309.92] with a bounding box of width 24.40 and height 64.22.
 At frame 917.0, person 73.0 is located at coordinates [380.73, 340.84] with a bounding box of width 9.24 and height 21.91.
 At frame 917.0, person 75.0 is located at coordinates [403.75, 340.09] with a bounding box of width 8.43 and height 18.76.
 At frame 918.0, person 65.0 is located at coordinates [841.79, 312.52] with a bounding box of width 25.16 and height 64.21.
 At frame 918.0, person 71.0 is located at coordinates [870.22, 309.62] with a bounding box of width 24.89 and height 65.52.
 At frame 918.0, person 73.0 is located at coordinates [379.25, 340.59] with a bounding box of width 9.55 and height 22.70.
 At frame 918.0, person 75.0 is located at coordinates [402.17, 339.75] with a bounding box of width 8.68 and height 19.29.
 At frame 919.0, person 65.0 is located at coordinates [845.19, 311.74] with a bounding box of width 26.04 and height 65.85.
 At frame 919.0, person 71.0 is located at coordinates [874.24, 308.37] with a bounding box of width 25.68 and height 67.91.
 At frame 919.0, person 73.0 is located at coordinates [377.96, 340.69] with a bounding box of width 9.65 and height 23.00.
 At frame 919.0, person 75.0 is located at coordinates [400.76, 339.04] with a bounding box of width 9.28 and height 20.65.
 At frame 920.0, person 65.0 is located at coordinates [849.47, 311.45] with a bounding box of width 26.37 and height 66.46.
 At frame 920.0, person 71.0 is located at coordinates [879.47, 308.47] with a bounding box of width 25.29 and height 66.52.
 At frame 920.0, person 73.0 is located at coordinates [376.43, 340.93] with a bounding box of width 9.54 and height 22.72.
 At frame 920.0, person 75.0 is located at coordinates [399.61, 337.83] with a bounding box of width 9.65 and height 21.54.
 At frame 921.0, person 65.0 is located at coordinates [853.37, 310.58] with a bounding box of width 27.16 and height 67.81.
 At frame 921.0, person 71.0 is located at coordinates [884.57, 308.15] with a bounding box of width 25.69 and height 67.46.
 At frame 921.0, person 73.0 is located at coordinates [374.89, 340.63] with a bounding box of width 9.55 and height 22.61.
 At frame 921.0, person 75.0 is located at coordinates [398.39, 337.73] with a bounding box of width 9.48 and height 21.13.
 At frame 922.0, person 65.0 is located at coordinates [857.24, 309.68] with a bounding box of width 27.86 and height 69.46.
 At frame 922.0, person 71.0 is located at coordinates [889.08, 307.46] with a bounding box of width 25.83 and height 67.41.
 At frame 922.0, person 73.0 is located at coordinates [373.17, 340.32] with a bounding box of width 9.58 and height 22.56.
 At frame 922.0, person 75.0 is located at coordinates [397.45, 337.70] with a bounding box of width 9.27 and height 20.56.
 At frame 923.0, person 65.0 is located at coordinates [860.92, 309.72] with a bounding box of width 28.14 and height 70.07.
 At frame 923.0, person 71.0 is located at coordinates [894.18, 307.21] with a bounding box of width 25.85 and height 67.35.
 At frame 923.0, person 73.0 is located at coordinates [371.80, 340.40] with a bounding box of width 9.57 and height 22.54.
 At frame 923.0, person 75.0 is located at coordinates [396.46, 337.50] with a bounding box of width 9.35 and height 20.72.
 At frame 924.0, person 65.0 is located at coordinates [865.85, 308.99] with a bounding box of width 28.67 and height 71.80.
 At frame 924.0, person 71.0 is located at coordinates [899.80, 306.74] with a bounding box of width 26.73 and height 69.24.
 At frame 924.0, person 73.0 is located at coordinates [370.46, 340.43] with a bounding box of width 9.75 and height 22.92.
 At frame 924.0, person 75.0 is located at coordinates [395.73, 337.63] with a bounding box of width 9.39 and height 20.78.
 At frame 925.0, person 65.0 is located at coordinates [870.63, 309.29] with a bounding box of width 29.00 and height 72.44.
 At frame 925.0, person 71.0 is located at coordinates [905.32, 306.77] with a bounding box of width 27.75 and height 71.47.
 At frame 925.0, person 73.0 is located at coordinates [368.37, 341.22] with a bounding box of width 9.98 and height 23.45.
 At frame 925.0, person 75.0 is located at coordinates [393.97, 338.07] with a bounding box of width 9.71 and height 21.57.
 At frame 926.0, person 65.0 is located at coordinates [875.53, 308.85] with a bounding box of width 29.67 and height 74.19.
 At frame 926.0, person 71.0 is located at coordinates [912.17, 306.60] with a bounding box of width 27.61 and height 70.78.
 At frame 926.0, person 73.0 is located at coordinates [367.04, 342.29] with a bounding box of width 10.06 and height 23.65.
 At frame 926.0, person 75.0 is located at coordinates [393.35, 338.63] with a bounding box of width 9.81 and height 21.87.
 At frame 927.0, person 65.0 is located at coordinates [880.31, 309.45] with a bounding box of width 30.04 and height 75.21.
 At frame 927.0, person 71.0 is located at coordinates [917.35, 307.33] with a bounding box of width 28.35 and height 72.40.
 At frame 927.0, person 73.0 is located at coordinates [365.62, 342.70] with a bounding box of width 10.09 and height 23.72.
 At frame 927.0, person 75.0 is located at coordinates [391.35, 339.42] with a bounding box of width 9.97 and height 22.36.
 At frame 928.0, person 65.0 is located at coordinates [885.42, 309.70] with a bounding box of width 31.04 and height 77.87.
 At frame 928.0, person 71.0 is located at coordinates [923.83, 307.99] with a bounding box of width 29.33 and height 74.91.
 At frame 928.0, person 73.0 is located at coordinates [364.25, 344.60] with a bounding box of width 9.90 and height 23.36.
 At frame 928.0, person 75.0 is located at coordinates [389.86, 340.69] with a bounding box of width 10.00 and height 22.54.
 At frame 929.0, person 65.0 is located at coordinates [890.74, 309.04] with a bounding box of width 32.12 and height 80.39.
 At frame 929.0, person 71.0 is located at coordinates [929.88, 306.35] with a bounding box of width 30.69 and height 78.52.
 At frame 929.0, person 73.0 is located at coordinates [361.75, 345.32] with a bounding box of width 10.01 and height 23.60.
 At frame 929.0, person 75.0 is located at coordinates [388.09, 341.95] with a bounding box of width 10.18 and height 22.99.
 At frame 930.0, person 65.0 is located at coordinates [896.64, 307.08] with a bounding box of width 32.97 and height 82.85.
 At frame 930.0, person 71.0 is located at coordinates [936.91, 304.58] with a bounding box of width 31.44 and height 80.65.
 At frame 930.0, person 73.0 is located at coordinates [360.88, 345.38] with a bounding box of width 9.99 and height 23.69.
 At frame 930.0, person 75.0 is located at coordinates [387.37, 342.43] with a bounding box of width 10.38 and height 23.53.
 At frame 931.0, person 65.0 is located at coordinates [902.27, 304.61] with a bounding box of width 33.98 and height 85.67.
 At frame 931.0, person 71.0 is located at coordinates [944.09, 302.75] with a bounding box of width 32.41 and height 83.34.
 At frame 931.0, person 73.0 is located at coordinates [359.17, 345.00] with a bounding box of width 10.15 and height 24.11.
 At frame 931.0, person 75.0 is located at coordinates [386.75, 342.79] with a bounding box of width 10.09 and height 22.97.
 At frame 932.0, person 65.0 is located at coordinates [908.68, 303.18] with a bounding box of width 34.75 and height 87.77.
 At frame 932.0, person 71.0 is located at coordinates [951.94, 301.10] with a bounding box of width 32.99 and height 85.11.
 At frame 932.0, person 73.0 is located at coordinates [357.31, 344.84] with a bounding box of width 10.40 and height 24.65.
 At frame 932.0, person 75.0 is located at coordinates [385.50, 342.53] with a bounding box of width 10.15 and height 23.12.
 At frame 932.0, person 76.0 is located at coordinates [221.07, 349.58] with a bounding box of width 16.80 and height 35.41.
 At frame 933.0, person 65.0 is located at coordinates [914.97, 301.31] with a bounding box of width 35.57 and height 89.87.
 At frame 933.0, person 71.0 is located at coordinates [959.51, 298.95] with a bounding box of width 33.75 and height 87.27.
 At frame 933.0, person 73.0 is located at coordinates [355.36, 344.39] with a bounding box of width 10.36 and height 24.47.
 At frame 933.0, person 75.0 is located at coordinates [383.83, 340.49] with a bounding box of width 10.31 and height 23.56.
 At frame 933.0, person 76.0 is located at coordinates [217.07, 348.03] with a bounding box of width 17.48 and height 36.86.
 At frame 934.0, person 65.0 is located at coordinates [922.04, 299.94] with a bounding box of width 36.21 and height 91.69.
 At frame 934.0, person 71.0 is located at coordinates [968.08, 297.00] with a bounding box of width 34.60 and height 89.59.
 At frame 934.0, person 73.0 is located at coordinates [353.31, 343.42] with a bounding box of width 10.36 and height 24.39.
 At frame 934.0, person 75.0 is located at coordinates [381.99, 339.70] with a bounding box of width 10.15 and height 23.34.
 At frame 934.0, person 76.0 is located at coordinates [213.22, 346.83] with a bounding box of width 17.51 and height 36.91.
 At frame 935.0, person 65.0 is located at coordinates [928.82, 298.00] with a bounding box of width 37.24 and height 94.15.
 At frame 935.0, person 71.0 is located at coordinates [976.33, 295.50] with a bounding box of width 35.37 and height 91.20.
 At frame 935.0, person 73.0 is located at coordinates [350.95, 342.08] with a bounding box of width 10.52 and height 24.74.
 At frame 935.0, person 75.0 is located at coordinates [380.27, 338.23] with a bounding box of width 10.25 and height 23.63.
 At frame 935.0, person 76.0 is located at coordinates [209.55, 346.05] with a bounding box of width 17.51 and height 36.87.
 At frame 936.0, person 65.0 is located at coordinates [936.34, 295.94] with a bounding box of width 38.17 and height 96.96.
 At frame 936.0, person 71.0 is located at coordinates [985.04, 293.61] with a bounding box of width 36.46 and height 93.68.
 At frame 936.0, person 73.0 is located at coordinates [348.49, 341.18] with a bounding box of width 10.73 and height 25.26.
 At frame 936.0, person 75.0 is located at coordinates [378.70, 337.48] with a bounding box of width 10.28 and height 23.73.
 At frame 936.0, person 76.0 is located at coordinates [205.37, 344.98] with a bounding box of width 18.13 and height 38.12.
 At frame 937.0, person 65.0 is located at coordinates [944.79, 294.12] with a bounding box of width 39.31 and height 99.99.
 At frame 937.0, person 71.0 is located at coordinates [995.36, 291.29] with a bounding box of width 37.83 and height 96.97.
 At frame 937.0, person 73.0 is located at coordinates [347.61, 340.65] with a bounding box of width 10.79 and height 25.45.
 At frame 937.0, person 75.0 is located at coordinates [378.22, 337.21] with a bounding box of width 10.13 and height 23.38.
 At frame 937.0, person 76.0 is located at coordinates [203.42, 345.05] with a bounding box of width 18.15 and height 38.12.
 At frame 937.0, person 77.0 is located at coordinates [192.97, 347.74] with a bounding box of width 14.91 and height 35.88.
 At frame 938.0, person 65.0 is located at coordinates [954.26, 293.63] with a bounding box of width 39.96 and height 101.88.
 At frame 938.0, person 71.0 is located at coordinates [1006.37, 289.75] with a bounding box of width 39.14 and height 100.76.
 At frame 938.0, person 73.0 is located at coordinates [346.81, 341.42] with a bounding box of width 10.73 and height 25.13.
 At frame 938.0, person 75.0 is located at coordinates [377.27, 337.31] with a bounding box of width 10.16 and height 23.62.
 At frame 938.0, person 76.0 is located at coordinates [199.94, 346.35] with a bounding box of width 18.33 and height 38.51.
 At frame 938.0, person 77.0 is located at coordinates [189.29, 348.51] with a bounding box of width 14.80 and height 35.61.
 At frame 939.0, person 65.0 is located at coordinates [962.38, 293.01] with a bounding box of width 40.89 and height 103.78.
 At frame 939.0, person 71.0 is located at coordinates [1015.83, 289.75] with a bounding box of width 39.51 and height 101.43.
 At frame 939.0, person 73.0 is located at coordinates [346.75, 341.72] with a bounding box of width 10.73 and height 25.00.
 At frame 939.0, person 75.0 is located at coordinates [377.39, 336.97] with a bounding box of width 10.48 and height 24.49.
 At frame 939.0, person 76.0 is located at coordinates [198.10, 346.85] with a bounding box of width 18.37 and height 38.63.
 At frame 939.0, person 77.0 is located at coordinates [187.34, 349.24] with a bounding box of width 14.77 and height 35.52.
 At frame 940.0, person 65.0 is located at coordinates [971.97, 291.84] with a bounding box of width 42.46 and height 107.51.
 At frame 940.0, person 71.0 is located at coordinates [1027.06, 289.32] with a bounding box of width 40.11 and height 103.24.
 At frame 940.0, person 73.0 is located at coordinates [345.82, 341.45] with a bounding box of width 11.11 and height 25.73.
 At frame 940.0, person 75.0 is located at coordinates [377.52, 337.23] with a bounding box of width 10.48 and height 24.43.
 At frame 940.0, person 76.0 is located at coordinates [196.50, 347.05] with a bounding box of width 18.29 and height 38.65.
 At frame 940.0, person 77.0 is located at coordinates [185.23, 349.22] with a bounding box of width 15.32 and height 36.83.
 At frame 941.0, person 65.0 is located at coordinates [983.37, 291.99] with a bounding box of width 44.01 and height 110.61.
 At frame 941.0, person 71.0 is located at coordinates [1039.70, 288.33] with a bounding box of width 41.58 and height 106.83.
 At frame 941.0, person 73.0 is located at coordinates [345.03, 341.74] with a bounding box of width 11.42 and height 26.39.
 At frame 941.0, person 75.0 is located at coordinates [377.54, 337.73] with a bounding box of width 10.63 and height 24.78.
 At frame 941.0, person 76.0 is located at coordinates [194.52, 348.13] with a bounding box of width 17.90 and height 37.86.
 At frame 941.0, person 77.0 is located at coordinates [183.32, 350.25] with a bounding box of width 15.35 and height 36.84.
 At frame 942.0, person 65.0 is located at coordinates [995.69, 291.61] with a bounding box of width 45.17 and height 112.61.
 At frame 942.0, person 71.0 is located at coordinates [1053.98, 287.60] with a bounding box of width 42.65 and height 109.31.
 At frame 942.0, person 73.0 is located at coordinates [345.15, 341.85] with a bounding box of width 11.56 and height 26.63.
 At frame 942.0, person 75.0 is located at coordinates [378.36, 337.54] with a bounding box of width 10.68 and height 24.91.
 At frame 942.0, person 76.0 is located at coordinates [193.44, 348.54] with a bounding box of width 17.88 and height 37.94.
 At frame 942.0, person 77.0 is located at coordinates [182.13, 350.59] with a bounding box of width 15.33 and height 36.82.
 At frame 942.0, person 78.0 is located at coordinates [143.51, 347.63] with a bounding box of width 16.33 and height 38.25.
 At frame 943.0, person 65.0 is located at coordinates [1008.39, 290.82] with a bounding box of width 46.90 and height 116.27.
 At frame 943.0, person 71.0 is located at coordinates [1068.61, 288.20] with a bounding box of width 43.44 and height 110.87.
 At frame 943.0, person 73.0 is located at coordinates [345.34, 342.48] with a bounding box of width 11.42 and height 26.33.
 At frame 943.0, person 75.0 is located at coordinates [379.69, 338.24] with a bounding box of width 9.88 and height 23.01.
 At frame 943.0, person 76.0 is located at coordinates [192.19, 348.50] with a bounding box of width 18.16 and height 38.75.
 At frame 943.0, person 77.0 is located at coordinates [181.27, 350.69] with a bounding box of width 15.35 and height 36.81.
 At frame 943.0, person 78.0 is located at coordinates [144.00, 348.03] with a bounding box of width 16.61 and height 38.88.
 At frame 944.0, person 65.0 is located at coordinates [1021.11, 290.45] with a bounding box of width 48.22 and height 118.86.
 At frame 944.0, person 71.0 is located at coordinates [1084.06, 287.33] with a bounding box of width 45.02 and height 115.04.
 At frame 944.0, person 73.0 is located at coordinates [345.56, 342.52] with a bounding box of width 11.56 and height 26.60.
 At frame 944.0, person 75.0 is located at coordinates [380.76, 338.33] with a bounding box of width 9.76 and height 22.66.
 At frame 944.0, person 76.0 is located at coordinates [191.70, 348.48] with a bounding box of width 18.28 and height 39.05.
 At frame 944.0, person 77.0 is located at coordinates [180.42, 350.51] with a bounding box of width 15.56 and height 37.19.
 At frame 944.0, person 78.0 is located at coordinates [141.31, 347.49] with a bounding box of width 17.31 and height 40.47.
 At frame 945.0, person 65.0 is located at coordinates [1035.63, 290.14] with a bounding box of width 49.64 and height 122.07.
 At frame 945.0, person 71.0 is located at coordinates [1101.08, 286.64] with a bounding box of width 46.52 and height 119.05.
 At frame 945.0, person 73.0 is located at coordinates [345.67, 342.35] with a bounding box of width 11.63 and height 26.69.
 At frame 945.0, person 75.0 is located at coordinates [381.64, 338.95] with a bounding box of width 9.54 and height 22.14.
 At frame 945.0, person 76.0 is located at coordinates [191.03, 348.28] with a bounding box of width 18.50 and height 39.54.
 At frame 945.0, person 77.0 is located at coordinates [179.56, 350.62] with a bounding box of width 15.66 and height 37.33.
 At frame 945.0, person 78.0 is located at coordinates [139.58, 347.95] with a bounding box of width 17.33 and height 40.53.
 At frame 946.0, person 65.0 is located at coordinates [1050.74, 289.95] with a bounding box of width 51.24 and height 126.20.
 At frame 946.0, person 71.0 is located at coordinates [1119.07, 286.30] with a bounding box of width 48.05 and height 122.92.
 At frame 946.0, person 73.0 is located at coordinates [346.39, 342.67] with a bounding box of width 11.52 and height 26.33.
 At frame 946.0, person 75.0 is located at coordinates [383.46, 339.39] with a bounding box of width 9.67 and height 22.34.
 At frame 946.0, person 76.0 is located at coordinates [190.56, 348.20] with a bounding box of width 18.77 and height 40.11.
 At frame 946.0, person 77.0 is located at coordinates [178.62, 351.05] with a bounding box of width 15.87 and height 37.77.
 At frame 946.0, person 78.0 is located at coordinates [139.25, 347.91] with a bounding box of width 17.53 and height 40.93.
 At frame 947.0, person 65.0 is located at coordinates [1066.68, 289.15] with a bounding box of width 52.44 and height 129.25.
 At frame 947.0, person 71.0 is located at coordinates [1137.90, 286.10] with a bounding box of width 49.41 and height 126.35.
 At frame 947.0, person 73.0 is located at coordinates [347.18, 342.20] with a bounding box of width 11.68 and height 26.97.
 At frame 947.0, person 75.0 is located at coordinates [384.82, 339.74] with a bounding box of width 9.53 and height 22.03.
 At frame 947.0, person 76.0 is located at coordinates [189.43, 347.39] with a bounding box of width 18.96 and height 40.71.
 At frame 947.0, person 77.0 is located at coordinates [177.75, 350.80] with a bounding box of width 15.92 and height 37.93.
 At frame 947.0, person 78.0 is located at coordinates [138.15, 347.48] with a bounding box of width 17.76 and height 41.45.
 At frame 948.0, person 65.0 is located at coordinates [1085.35, 288.47] with a bounding box of width 53.99 and height 133.02.
 At frame 948.0, person 71.0 is located at coordinates [1159.31, 284.53] with a bounding box of width 51.09 and height 130.65.
 At frame 948.0, person 73.0 is located at coordinates [347.81, 341.83] with a bounding box of width 11.87 and height 27.59.
 At frame 948.0, person 75.0 is located at coordinates [385.79, 338.68] with a bounding box of width 10.12 and height 23.50.
 At frame 948.0, person 76.0 is located at coordinates [188.08, 347.09] with a bounding box of width 18.86 and height 40.92.
 At frame 948.0, person 77.0 is located at coordinates [176.88, 350.50] with a bounding box of width 15.95 and height 37.98.
 At frame 948.0, person 78.0 is located at coordinates [137.06, 347.72] with a bounding box of width 17.67 and height 41.21.
 At frame 949.0, person 65.0 is located at coordinates [1104.68, 286.81] with a bounding box of width 56.41 and height 139.06.
 At frame 949.0, person 71.0 is located at coordinates [1181.27, 281.38] with a bounding box of width 53.74 and height 137.45.
 At frame 949.0, person 73.0 is located at coordinates [348.48, 341.12] with a bounding box of width 11.90 and height 27.82.
 At frame 949.0, person 75.0 is located at coordinates [386.80, 337.91] with a bounding box of width 10.18 and height 23.65.
 At frame 949.0, person 76.0 is located at coordinates [186.98, 346.97] with a bounding box of width 18.56 and height 40.60.
 At frame 949.0, person 77.0 is located at coordinates [175.85, 349.99] with a bounding box of width 16.08 and height 38.38.
 At frame 949.0, person 78.0 is located at coordinates [136.24, 347.82] with a bounding box of width 17.49 and height 40.70.
 At frame 950.0, person 65.0 is located at coordinates [1124.12, 285.24] with a bounding box of width 58.57 and height 144.35.
 At frame 950.0, person 71.0 is located at coordinates [1203.84, 279.52] with a bounding box of width 56.15 and height 142.95.
 At frame 950.0, person 73.0 is located at coordinates [349.35, 340.45] with a bounding box of width 11.88 and height 27.90.
 At frame 950.0, person 75.0 is located at coordinates [387.84, 337.41] with a bounding box of width 10.05 and height 23.32.
 At frame 950.0, person 76.0 is located at coordinates [186.13, 346.15] with a bounding box of width 18.65 and height 40.86.
 At frame 950.0, person 77.0 is located at coordinates [175.32, 348.81] with a bounding box of width 16.10 and height 38.52.
 At frame 950.0, person 78.0 is located at coordinates [136.30, 347.45] with a bounding box of width 17.30 and height 40.09.
 At frame 951.0, person 65.0 is located at coordinates [1145.18, 284.64] with a bounding box of width 60.54 and height 149.37.
 At frame 951.0, person 71.0 is located at coordinates [1226.29, 278.53] with a bounding box of width 57.83 and height 148.89.
 At frame 951.0, person 73.0 is located at coordinates [349.03, 340.01] with a bounding box of width 12.03 and height 28.31.
 At frame 951.0, person 75.0 is located at coordinates [388.49, 337.62] with a bounding box of width 9.86 and height 22.79.
 At frame 951.0, person 76.0 is located at coordinates [184.99, 345.46] with a bounding box of width 18.48 and height 40.56.
 At frame 951.0, person 77.0 is located at coordinates [174.11, 348.17] with a bounding box of width 16.09 and height 38.57.
 At frame 951.0, person 78.0 is located at coordinates [133.03, 346.31] with a bounding box of width 17.69 and height 41.05.
 At frame 952.0, person 65.0 is located at coordinates [1166.41, 284.25] with a bounding box of width 62.22 and height 153.89.
 At frame 952.0, person 71.0 is located at coordinates [1248.72, 282.58] with a bounding box of width 51.55 and height 134.90.
